hierarchy;SIDC;fullpath;name;nameFR;icon-png;icon-svg
1.X.3.1.1.7.3.1;S*G*UCFTR-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION|RADAR;RADAR;RADAR;1.X.3.1.1.7.3.1.png;1.X.3.1.1.7.3.1.svg
1.X.3.1.1.7.3.2;S*G*UCFTS-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION|SOUND;SOUND;SON;1.X.3.1.1.7.3.2.png;1.X.3.1.1.7.3.2.svg
1.X.3.1.1.7.3.3;S*G*UCFTF-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION|FLASH (OPTICAL);FLASH (OPTICAL);FLASH (OPTIQUE);1.X.3.1.1.7.3.3.png;1.X.3.1.1.7.3.3.svg
1.X.3.1.1.7.3.4;S*G*UCFTC-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION|TARGET ACQUISITION MOUNTED;TARGET ACQUISITION MOUNTED;ACQUISITION DE CIBLE MONTÉE;1.X.3.1.1.7.3.4.png;1.X.3.1.1.7.3.4.svg
1.X.3.1.1.7.3.4.1;S*G*UCFTCD;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION|TARGET ACQUISITION MOUNTED|TARGET ACQUISITION DISMOUNTED;TARGET ACQUISITION DISMOUNTED;ACQUISITION DE CIBLE (DISMOUNTED);1.X.3.1.1.7.3.4.1.png;1.X.3.1.1.7.3.4.1.svg
1.X.3.1.1.7.3.4.2;S*G*UCFTCM;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION|TARGET ACQUISITION MOUNTED|TARGET ACQUISITION TRACKED;TARGET ACQUISITION TRACKED;ACQUISITION DE CIBLE À CHENILLES;1.X.3.1.1.7.3.4.2.png;1.X.3.1.1.7.3.4.2.svg
1.X.3.1.1.7.3.5;S*G*UCFTA-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|TARGET ACQUISITION|TARGET ACQUISITION NAVAL GUNFIRE;TARGET ACQUISITION NAVAL GUNFIRE;ACQUISITION DE CIBLE POUR TIR NAVAL;1.X.3.1.1.7.3.5.png;1.X.3.1.1.7.3.5.svg
1.X.3.1.1.7.4;S*G*UCFM--;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR;MORTAR;MORTIER;1.X.3.1.1.7.4.png;1.X.3.1.1.7.4.svg
1.X.3.1.1.7.4.1;S*G*UCFMS-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|SELF PROPELLED (SP) TRACKED MORTAR;SELF PROPELLED (SP) TRACKED MORTAR;MORTIER AUTOMOTEUR À CHENILLES;1.X.3.1.1.7.4.1.png;1.X.3.1.1.7.4.1.svg
1.X.3.1.1.7.4.2;S*G*UCFMSW;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|SP WHEELED MORTAR;SP WHEELED MORTAR;MORTIER AUTOMOTEUR SUR ROUES;1.X.3.1.1.7.4.2.png;1.X.3.1.1.7.4.2.svg
1.X.3.1.1.7.4.3;S*G*UCFMT-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|TOWED MORTAR;TOWED MORTAR;MORTIER REMORQUÉ;1.X.3.1.1.7.4.3.png;1.X.3.1.1.7.4.3.svg
1.X.3.1.1.7.4.3.1;S*G*UCFMTA;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|TOWED MORTAR|TOWED AIRBORNE MORTAR;TOWED AIRBORNE MORTAR;MORTIER REMORQUÉ AÉROPORTÉ;1.X.3.1.1.7.4.3.1.png;1.X.3.1.1.7.4.3.1.svg
1.X.3.1.1.7.4.3.2;S*G*UCFMTS;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|TOWED MORTAR|TOWED AIR ASSAULT MORTAR;TOWED AIR ASSAULT MORTAR;MORTIER REMORQUÉ POUR ASSAUT AÉRIEN;1.X.3.1.1.7.4.3.2.png;1.X.3.1.1.7.4.3.2.svg
1.X.3.1.1.7.4.3.3;S*G*UCFMTC;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|TOWED MORTAR|TOWED ARCTIC MORTAR;TOWED ARCTIC MORTAR;MORTIER REMORQUÉ EN ARCTIQUE;1.X.3.1.1.7.4.3.3.png;1.X.3.1.1.7.4.3.3.svg
1.X.3.1.1.7.4.3.4;S*G*UCFMTO;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|TOWED MORTAR|TOWED MOUNTAIN MORTAR;TOWED MOUNTAIN MORTAR;MORTIER REMORQUÉ DE MONTAGNE;1.X.3.1.1.7.4.3.4.png;1.X.3.1.1.7.4.3.4.svg
1.X.3.1.1.7.4.4;S*G*UCFML-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|MORTAR|AMPHIBIOUS MORTAR;AMPHIBIOUS MORTAR;MORTIER AMPHIBIE;1.X.3.1.1.7.4.4.png;1.X.3.1.1.7.4.4.svg
1.X.3.1.1.7.5;S*G*UCFS--;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ARTILLERY SURVEY;ARTILLERY SURVEY;RECONNAISSANCE D'ARTILLERIE;1.X.3.1.1.7.5.png;1.X.3.1.1.7.5.svg
1.X.3.1.1.7.5.1;S*G*UCFSS-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ARTILLERY SURVEY|AIR ASSAULT;AIR ASSAULT;ASSAUT AÉRIEN;1.X.3.1.1.7.5.1.png;1.X.3.1.1.7.5.1.svg
1.X.3.1.1.7.5.2;S*G*UCFSA-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ARTILLERY SURVEY|AIRBORNE;AIRBORNE;AÉROPORTÉ;1.X.3.1.1.7.5.2.png;1.X.3.1.1.7.5.2.svg
1.X.3.1.1.7.5.3;S*G*UCFSL-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ARTILLERY SURVEY|LIGHT;LIGHT;LÉGER;1.X.3.1.1.7.5.3.png;1.X.3.1.1.7.5.3.svg
1.X.3.1.1.7.5.4;S*G*UCFSO-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|ARTILLERY SURVEY|MOUNTAIN;MOUNTAIN;MONTAGNE;1.X.3.1.1.7.5.4.png;1.X.3.1.1.7.5.4.svg
1.X.3.1.1.7.6;S*G*UCFO--;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|METEOROLOGICAL;METEOROLOGICAL;MÉTÉOROLOGIQUE;1.X.3.1.1.7.6.png;1.X.3.1.1.7.6.svg
1.X.3.1.1.7.6.1;S*G*UCFOS-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|METEOROLOGICAL|AIR ASSAULT METEOROLOGICAL;AIR ASSAULT METEOROLOGICAL;MÉTÉOROLOGIQUE POUR ASSAUT AÉRIEN;1.X.3.1.1.7.6.1.png;1.X.3.1.1.7.6.1.svg
1.X.3.1.1.7.6.2;S*G*UCFOA-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|METEOROLOGICAL|AIRBORNE METEOROLOGICAL;AIRBORNE METEOROLOGICAL;MÉTÉOROLOGIQUE AÉROPORTÉ;1.X.3.1.1.7.6.2.png;1.X.3.1.1.7.6.2.svg
1.X.3.1.1.7.6.3;S*G*UCFOL-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|METEOROLOGICAL|LIGHT METEOROLOGICAL;LIGHT METEOROLOGICAL;MÉTÉOROLOGIQUE LÉGER;1.X.3.1.1.7.6.3.png;1.X.3.1.1.7.6.3.svg
1.X.3.1.1.7.6.4;S*G*UCFOO-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|METEOROLOGICAL|MOUNTAIN METEOROLOGICAL;MOUNTAIN METEOROLOGICAL;MÉTÉOROLOGIQUE DE MONTAGNE;1.X.3.1.1.7.6.4.png;1.X.3.1.1.7.6.4.svg
1.X.3.1.1.7.7;S*G*UCF---;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|FIRE DIRECTION CENTRE;FIRE DIRECTION CENTRE;CENTRE DE DIRECTION DU FEU;1.X.3.1.1.7.7.png;1.X.3.1.1.7.7.svg
1.X.3.1.1.7.8;S*G*UCF---;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|OBERSERVER;OBERSERVER;OBSERVATEUR;1.X.3.1.1.7.8.png;1.X.3.1.1.7.8.svg
1.X.3.1.1.8;S*G*UCR---;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE;RECONNAISSANCE;RECONNAISSANCE;1.X.3.1.1.8.png;1.X.3.1.1.8.svg
1.X.3.1.1.8.1;S*G*UCRH--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE HORSE;RECONNAISSANCE HORSE;RECONNAISSANCE ÉQUESTRE;1.X.3.1.1.8.1.png;1.X.3.1.1.8.1.svg
1.X.3.1.1.8.2;S*G*UCRV--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY;RECONNAISSANCE CAVALRY;RECONNAISSANCE DE CAVALERIE;1.X.3.1.1.8.2.png;1.X.3.1.1.8.2.svg
1.X.3.1.1.8.2.1;S*G*UCRVA-;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY|RECONNAISSANCE CAVALRY ARMOURED;RECONNAISSANCE CAVALRY ARMOURED;RECONNAISSANCE DE CAVALERIE BLINDÉE;1.X.3.1.1.8.2.1.png;1.X.3.1.1.8.2.1.svg
1.X.3.1.1.8.2.2;S*G*UCRVM-;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY|RECONNAISSANCE CAVALRY MOTORIZED;RECONNAISSANCE CAVALRY MOTORIZED;RECONNAISSANCE DE CAVALERIE MOTORISÉE;1.X.3.1.1.8.2.2.png;1.X.3.1.1.8.2.2.svg
1.X.3.1.1.8.2.3;S*G*UCRVG-;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY|RECONNAISSANCE CAVALRY GROUND;RECONNAISSANCE CAVALRY GROUND;RECONNAISSANCE DE CAVALERIE TERRESTRE;1.X.3.1.1.8.2.3.png;1.X.3.1.1.8.2.3.svg
1.X.3.1.1.8.2.4;S*G*UCRVO-;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY|RECONNAISSANCE CAVALRY AIR;RECONNAISSANCE CAVALRY AIR;RECONNAISSANCE DE CAVALERIE AÉRIENNE;1.X.3.1.1.8.2.4.png;1.X.3.1.1.8.2.4.svg
1.X.3.1.1.8.3;S*G*UCRC--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE ARCTIC;RECONNAISSANCE ARCTIC;RECONNAISSANCE EN ARCTIQUE;1.X.3.1.1.8.3.png;1.X.3.1.1.8.3.svg
1.X.3.1.1.8.4;S*G*UCRS--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE AIR ASSAULT;RECONNAISSANCE AIR ASSAULT;RECONNAISSANCE POUR ASSAUT AÉRIEN;1.X.3.1.1.8.4.png;1.X.3.1.1.8.4.svg
1.X.3.1.1.8.5;S*G*UCRA--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE AIRBORNE;RECONNAISSANCE AIRBORNE;RECONNAISSANCE AÉROPORTÉE;1.X.3.1.1.8.5.png;1.X.3.1.1.8.5.svg
1.X.3.1.1.8.6;S*G*UCRO--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MOUNTAIN;RECONNAISSANCE MOUNTAIN;RECONNAISSANCE EN MONTAGNE;1.X.3.1.1.8.6.png;1.X.3.1.1.8.6.svg
1.X.3.1.1.8.7;S*G*UCRLL--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE LIGHT;RECONNAISSANCE LIGHT;RECONNAISSANCE LÉGÈRE;1.X.3.1.1.8.7.png;1.X.3.1.1.8.7.svg
1.X.3.1.1.8.8;S*G*UCRR--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MARINE;RECONNAISSANCE MARINE;RECONNAISSANCE MARINE;1.X.3.1.1.8.8.png;1.X.3.1.1.8.8.svg
1.X.3.1.1.8.8.1;S*G*UCRRD-;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MARINE|RECONNAISSANCE MARINE DIVISION;RECONNAISSANCE MARINE DIVISION;RECONNAISSANCE MARINE (DIVISION);1.X.3.1.1.8.8.1.png;1.X.3.1.1.8.8.1.svg
1.X.3.1.1.8.8.2;S*G*UCRRF-;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MARINE|RECONNAISSANCE MARINE FORCE;RECONNAISSANCE MARINE FORCE;RECONNAISSANCE MARINE (FORCE);1.X.3.1.1.8.8.2.png;1.X.3.1.1.8.8.2.svg
1.X.3.1.1.8.8.3;S*G*UCRRL-;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MARINE|RECONNAISSANCE MARINE LIGHT ARMOURED RECONNAISSANCE (LAR);RECONNAISSANCE MARINE LIGHT ARMOURED RECONNAISSANCE (LAR);RECONNAISSANCE MARINE (RECONNAISSANCE LÉGÈRE BLINDÉE);1.X.3.1.1.8.8.3.png;1.X.3.1.1.8.8.3.svg
1.X.3.1.1.8.9;S*G*UCRX--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE LONG RANGE SURVEILLANCE (LRS);RECONNAISSANCE LONG RANGE SURVEILLANCE (LRS);RECONNAISSANCE À LONGUE PORTÉE ET SURVEILLANCE;1.X.3.1.1.8.9.png;1.X.3.1.1.8.9.svg
1.X.3.1.1.9;S*G*UCM---;GROUND TRACK|UNIT|COMBAT|MISSILE (SURFACE-SURFACE);MISSILE (SURFACE-SURFACE);MISSILE (SURFACE-SURFACE);1.X.3.1.1.9.png;1.X.3.1.1.9.svg
1.X.3.1.1.9.1;S*G*UCMT--;GROUND TRACK|UNIT|COMBAT|MISSILE (SURFACE-SURFACE)|MISSILE (SURFACE-SURFACE) TACTICAL;MISSILE (SURFACE-SURFACE) TACTICAL;MISSILE (SURFACE-SURFACE) TACTIQUE;1.X.3.1.1.9.1.png;1.X.3.1.1.9.1.svg
1.X.3.1.1.9.2;S*G*UCMS--;GROUND TRACK|UNIT|COMBAT|MISSILE (SURFACE-SURFACE)|MISSILE (SURFACE-SURFACE) STRATEGIC;MISSILE (SURFACE-SURFACE) STRATEGIC;MISSILE (SURFACE-SURFACE) STRATÉGIQUE;1.X.3.1.1.9.2.png;1.X.3.1.1.9.2.svg
1.X.3.1.1.10;S*G*UCS---;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES;INTERNAL SECURITY FORCES;FORCES DE SÉCURITÉ INTÉRIEURE;1.X.3.1.1.10.png;1.X.3.1.1.10.svg
1.X.3.1.1.10.1;S*G*UCSW--;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|RIVERINE;RIVERINE;FLUVIAL;1.X.3.1.1.10.1.png;1.X.3.1.1.10.1.svg
1.X.3.1.1.10.2;S*G*UCSG--;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|GROUND;GROUND;TERRESTRE;1.X.3.1.1.10.2.png;1.X.3.1.1.10.2.svg
1.X.3.1.1.10.2.1;S*G*UCSGD-;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|GROUND|DISMOUNTED GROUND;DISMOUNTED GROUND;TERRESTRE (DISMOUNTED);1.X.3.1.1.10.2.1.png;1.X.3.1.1.10.2.1.svg
1.X.3.1.1.10.2.2;S*G*UCSGM-;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|GROUND|MOTORIZED GROUND;MOTORIZED GROUND;TERRESTRE MOTORISÉ;1.X.3.1.1.10.2.2.png;1.X.3.1.1.10.2.2.svg
1.X.3.1.1.10.2.3;S*G*UCSGA-;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|GROUND|MECHANIZED GROUND;MECHANIZED GROUND;TERRESTRE MÉCANISÉ;1.X.3.1.1.10.2.3.png;1.X.3.1.1.10.2.3.svg
1.X.3.1.1.10.3;S*G*UCSM--;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|WHEELED MECHANIZED;WHEELED MECHANIZED;MÉCANISÉ SUR ROUES;1.X.3.1.1.10.3.png;1.X.3.1.1.10.3.svg
1.X.3.1.1.10.4;S*G*UCSR--;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|RAILROAD;RAILROAD;FERROVIAIRE;1.X.3.1.1.10.4.png;1.X.3.1.1.10.4.svg
1.X.3.1.1.10.5;S*G*UCSA--;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|AVIATION;AVIATION;AVIATION;1.X.3.1.1.10.5.png;1.X.3.1.1.10.5.svg
1.X.3.1.2;S*G*UU----;GROUND TRACK|UNIT|COMBAT SUPPORT;COMBAT SUPPORT;SOUTIEN AU COMBAT;1.X.3.1.2.png;1.X.3.1.2.svg
1.X.3.1.2.1;S*G*UUA---;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN;COMBAT SUPPORT CBRN;SOUTIEN AU COMBAT NBCR (NUCLÉAIRE, BIOLOGIQUE, CHIMIQUE, RADIOLOGIQUE);1.X.3.1.2.1.png;1.X.3.1.2.1.svg
1.X.3.1.2.1.1;S*G*UUAC--;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL;CHEMICAL;CHIMIQUE;1.X.3.1.2.1.1.png;1.X.3.1.2.1.1.svg
1.X.3.1.2.1.1.1;S*G*UUACC-;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE/DECON;SMOKE/DECON;FUMÉE/DÉCONTAMINATION;1.X.3.1.2.1.1.1.png;1.X.3.1.2.1.1.1.svg
1.X.3.1.2.1.1.1.1;S*G*UUACCK;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE/DECON|MECHANIZED SMOKE/DECON;MECHANIZED SMOKE/DECON;FUMÉE/DÉCONTAMINATION MÉCANISÉE;1.X.3.1.2.1.1.1.1.png;1.X.3.1.2.1.1.1.1.svg
1.X.3.1.2.1.1.1.2;S*G*UUACCM;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE/DECON|MOTORIZED SMOKE/DECON;MOTORIZED SMOKE/DECON;FUMÉE/DÉCONTAMINATION MOTORISÉE;1.X.3.1.2.1.1.1.2.png;1.X.3.1.2.1.1.1.2.svg
1.X.3.1.2.1.1.2;S*G*UUACS-;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE;SMOKE;FUMÉE;1.X.3.1.2.1.1.2.png;1.X.3.1.2.1.1.2.svg
1.X.3.1.2.1.1.2.1;S*G*UUACSM;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE|MOTORIZED SMOKE;MOTORIZED SMOKE;FUMÉE MOTORISÉE;1.X.3.1.2.1.1.2.1.png;1.X.3.1.2.1.1.2.1.svg
1.X.3.1.2.1.1.2.2;S*G*UUACSA;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE|ARMOUR SMOKE;ARMOUR SMOKE;FUMÉE BLINDÉE;1.X.3.1.2.1.1.2.2.png;1.X.3.1.2.1.1.2.2.svg
1.X.3.1.2.1.1.3;S*G*UUACR-;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|CHEMICAL RECON;CHEMICAL RECON;RECONNAISSANCE CHIMIQUE;1.X.3.1.2.1.1.3.png;1.X.3.1.2.1.1.3.svg
1.X.3.1.2.1.1.3.1;S*G*UUACRW;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|CHEMICAL RECON|CHEMICAL WHEELED ARMOURED VEHICLE;CHEMICAL WHEELED ARMOURED VEHICLE;VÉHICULE BLINDÉ CHIMIQUE SUR ROUES;1.X.3.1.2.1.1.3.1.png;1.X.3.1.2.1.1.3.1.svg
1.X.3.1.2.1.1.3.2;S*G*UUACRS;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|CHEMICAL RECON|CHEMICAL WHEELED ARMOURED VEHICLE RECONNAISSANCE SURVEILLANCE;CHEMICAL WHEELED ARMOURED VEHICLE RECONNAISSANCE SURVEILLANCE;RECONNAISSANCE ET SURVEILLANCE AVEC VÉHICULE BLINDÉ CHIMIQUE SUR ROUES;1.X.3.1.2.1.1.3.2.png;1.X.3.1.2.1.1.3.2.svg
1.X.3.1.2.1.2;S*G*UUAN--;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|NUCLEAR;NUCLEAR;NUCLÉAIRE;1.X.3.1.2.1.2.png;1.X.3.1.2.1.2.svg
1.X.3.1.2.1.3;S*G*UUAB--;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|BIOLOGICAL;BIOLOGICAL;BIOLOGIQUE;1.X.3.1.2.1.3.png;1.X.3.1.2.1.3.svg
1.X.3.1.2.1.3.1;S*G*UUABR-;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|BIOLOGICAL|RECON EQUIPPED;RECON EQUIPPED;ÉQUIPÉ POUR LA RECONNAISSANCE;1.X.3.1.2.1.3.1.png;1.X.3.1.2.1.3.1.svg
1.X.3.1.2.1.4;S*G*UUAD--;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|DECONTAMINATION;DECONTAMINATION;DÉCONTAMINATION;1.X.3.1.2.1.4.png;1.X.3.1.2.1.4.svg
1.X.3.1.2.2;S*G*UUM---;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE;MILITARY INTELLIGENCE;RENSEIGNEMENT MILITAIRE;1.X.3.1.2.2.png;1.X.3.1.2.2.svg
1.X.3.1.2.2.1;S*G*UUMA--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|AERIAL EXPLOITATION;AERIAL EXPLOITATION;EXPLOITATION AÉRIENNE;1.X.3.1.2.2.1.png;1.X.3.1.2.2.1.svg
1.X.3.1.2.2.2;S*G*UUMS--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT);SIGNAL INTELLIGENCE (SIGINT);RENSEIGNEMENT DES SIGNAUX (SIGINT);1.X.3.1.2.2.2.png;1.X.3.1.2.2.2.svg
1.X.3.1.2.2.2.1;S*G*UUMSE-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE;ELECTRONIC WARFARE;GUERRE ÉLECTRONIQUE;1.X.3.1.2.2.2.1.png;1.X.3.1.2.2.2.1.svg
1.X.3.1.2.2.2.1.1;S*G*UUMSEA;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|ARMOURED WHEELED VEHICLE;ARMOURED WHEELED VEHICLE;VÉHICULE BLINDÉ SUR ROUES;1.X.3.1.2.2.2.1.1.png;1.X.3.1.2.2.2.1.1.svg
1.X.3.1.2.2.2.1.2;S*G*UUMSED;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|DIRECTION FINDING;DIRECTION FINDING;LOCALISATION DES SIGNAUX;1.X.3.1.2.2.2.1.2.png;1.X.3.1.2.2.2.1.2.svg
1.X.3.1.2.2.2.1.3;S*G*UUMSEI;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|INTERCEPT;INTERCEPT;INTERCEPTER;1.X.3.1.2.2.2.1.3.png;1.X.3.1.2.2.2.1.3.svg
1.X.3.1.2.2.2.1.4;S*G*UUMSEJ;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|JAMMING;JAMMING;BROUILLAGE;1.X.3.1.2.2.2.1.4.png;1.X.3.1.2.2.2.1.4.svg
1.X.3.1.2.2.2.1.5;S*G*UUMSET;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|THEATRE;THEATRE;THÉÂTRE D'OPÉRATIONS;1.X.3.1.2.2.2.1.5.png;1.X.3.1.2.2.2.1.5.svg
1.X.3.1.2.2.2.1.6;S*G*UUMSEC;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|CORPS;CORPS;CORPS D'ARMÉE;1.X.3.1.2.2.2.1.6.png;1.X.3.1.2.2.2.1.6.svg
1.X.3.1.2.2.3;S*G*UUMC--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|COUNTER INTELLIGENCE;COUNTER INTELLIGENCE;CONTRE-INGÉRENCE;1.X.3.1.2.2.3.png;1.X.3.1.2.2.3.svg
1.X.3.1.2.2.4;S*G*UUMR--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE;SURVEILLANCE;SURVEILLANCE;1.X.3.1.2.2.4.png;1.X.3.1.2.2.4.svg
1.X.3.1.2.2.4.1;S*G*UUMRG-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|GROUND SURVEILLANCE RADAR;GROUND SURVEILLANCE RADAR;RADAR DE SURVEILLANCE TERRESTRE;1.X.3.1.2.2.4.1.png;1.X.3.1.2.2.4.1.svg
1.X.3.1.2.2.4.2;S*G*UUMRS-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|SENSOR;SENSOR;CAPTEUR;1.X.3.1.2.2.4.2.png;1.X.3.1.2.2.4.2.svg
1.X.3.1.2.2.4.2.1;S*G*UUMRSS;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|SENSOR|SENSOR SCM;SENSOR SCM;CAPTEUR SCM (SURVEILLANCE, CONTRÔLE ET MESURE);1.X.3.1.2.2.4.2.1.png;1.X.3.1.2.2.4.2.1.svg
1.X.3.1.2.2.4.3;S*G*UUMRX-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|GROUND STATION MODULE;GROUND STATION MODULE;MODULE DE STATION TERRESTRE;1.X.3.1.2.2.4.3.png;1.X.3.1.2.2.4.3.svg
