CODE;SYMBOL_CODE;DESCRIPTION
1.X.6.2.4;S*F*SNN---;SOF UNIT SPECIAL SSNR
1.X.6.3;S*F*G-----;SOF UNIT GROUND
1.X.6.3.1;S*F*GS----;SOF UNIT SPECIAL FORCES
1.X.6.3.2;S*F*GSR---;SOF UNIT RANGER
1.X.6.3.3;S*F*GSP---;SOF UNIT PSYCHOLOGICAL OPERATIONS (PSYOPS)
1.X.6.3.3.1;S*F*GSPA--;SOF UNIT FIXED AVIATION
1.X.6.3.4;S*F*GCA---;SOF UNIT CIVIL AFFAIRS
1.X.6.4;S*F*GB----;SOF UNIT SUPPORT
1.X.6.4;G*--*------;TACTICAL GRAPHICS
2.X.1;G*T*------;TASKS
2.X.1.1;G*T*G-----;TASK GRAPHICSMULTIPOINT
2.X.1.1.1;G*T*GB----;BLOCK
2.X.1.1.2;G*T*GH----;BREACH
2.X.1.1.3;G*T*GY----;BYPASS
2.X.1.1.4;G*T*GC----;CANALIZE
2.X.1.1.5;G*T*GX----;CLEAR
2.X.1.1.6;G*T*GJ----;CONTAIN
2.X.1.1.7;G*T*GK----;COUNTERATTACK (CATK)
2.X.1.1.7.1;G*T*GKF---;COUNTERATTACK BY FIRE
2.X.1.1.8;G*T*GL----;DELAY
2.X.1.1.8.1;G*T*GLT---;DELAY (UNTIL A SPECIFIED TIME)
2.X.1.1.9;G*T*GD----;DESTROY
2.X.1.1.10;G*T*GT----;DISRUPT
2.X.1.1.11;G*T*GF----;FIX
2.X.1.1.12;G*T*GA----;FOLLOW AND ASSUME
2.X.1.1.12.1;G*T*GAS---;FOLLOW AND SUPPORT
2.X.1.1.13;G*T*GI----;INTERDICT
2.X.1.1.14;G*T*GE----;ISOLATE
2.X.1.1.15;G*T*GN----;NEUTRALIZE
2.X.1.1.16;G*T*GO----;OCCUPY
2.X.1.1.17;G*T*GP----;PENETRATE
2.X.1.1.18;G*T*GR----;RELIEF IN PLACE (RIP)
2.X.1.1.19;G*T*GQ----;RETAIN
2.X.1.1.20;G*T*GM----;RETIREMENT
2.X.1.1.21;G*T*GS----;SECURE
2.X.1.1.21.1;G*T*GSS---;SECURITY (SCREEN)
2.X.1.1.21.2;G*T*GSG---;SECURITY (GUARD)
2.X.1.1.21.3;G*T*GSC---;SECURITY (COVER)
2.X.1.1.22;G*T*GZ----;SEIZE
2.X.1.1.23;G*T*GW----;WITHDRAW
2.X.1.1.23.1;G*T*GWP---;WITHDRAW UNDER PRESSURE
2.X.2;G*C*------;CONTROL MEASURES
2.X.2.1;G*C*M-----;MANOEUVRE GRAPHICS
2.X.2.1.1;G*C*MG----;GENERAL MANOEUVRE GRAPHICS
2.X.2.1.1.1;G*C*MGP---;POINTS
2.X.2.1.1.1.1;G*C*MGPF--;FIX
2.X.2.1.1.1.1.1;G*C*MGPFE-;ELECTRO-MAGNETIC
2.X.2.1.1.1.1.2;G*C*MGPFA-;ACOUSTIC
2.X.2.1.1.1.1.3;G*C*MGPFO-;ELECTRO-OPTICAL
2.X.2.1.1.1.2;G*C*MGPI--;POINT OF INTEREST
2.X.2.1.1.2;G*C*MGL---;LINES
2.X.2.1.1.2.1;G*C*MGLB--;BOUNDARIES
2.X.2.1.1.2.1.1;G*C*MGLBG-;GENERAL BOUNDARIES
2.X.2.1.1.2.1.1.1;G*C*MGLBGF;FRIENDLY PRESENT
2.X.2.1.1.2.1.1.2;G*C*MGLBGO;FRIENDLY PLANNED OR ON ORDER
2.X.2.1.1.2.1.1.3;G*C*MGLBGK;ENEMY KNOWN
2.X.2.1.1.2.1.1.4;G*C*MGLBGS;ENEMY SUSPECTED OR TEMPLA TED
2.X.2.1.1.2.1.2;G*C*MGLBL-;LATERAL BOUNDARY
2.X.2.1.1.2.1.3;G*C*MGLBF-;FORWARD BOUNDARY
2.X.2.1.1.2.1.4;G*C*MGLBR-;REAR BOUNDARY
2.X.2.1.1.2.2;G*C*MGLF--;FORWARD LINE OF TROOPS (FLOT)
2.X.2.1.1.2.3;G*C*MGLL--;LINE OF CONTACT
2.X.2.1.1.2.4;G*C*MGLP--;PHASE/COORDINATION LINE
2.X.2.1.1.2.5;G*C*MGLE--;BEARING LINE
2.X.2.1.1.2.5.1;G*C*MGLEE-;ELECTRONIC
2.X.2.1.1.2.5.2;G*C*MGLEA-;ACOUSTIC
2.X.2.1.1.2.5.3;G*C*MGLET-;TORPEDO
2.X.2.1.1.2.5.4;G*C*MGLEO-;ELECTRO-OPTICAL INTERCEPT
2.X.2.1.1.3;G*C*MGA---;AREAS
2.X.2.1.1.3.1;G*C*MGAU--;UNSPECIFIED AREA
2.X.2.1.1.3.1.1;G*C*MGAUA-;GENERAL AREA
2.X.2.1.1.3.1.1.1;G*C*MGAUAF;FRIENDLY
2.X.2.1.1.3.1.1.2;G*C*MGAUAP;FRIENDLY PLANNED/ON ORDER
2.X.2.1.1.3.1.1.3;G*C*MGAUAE;ENEMY KNOWN/CONFIRMED
2.X.2.1.1.3.1.1.4;G*C*MGAUAS;ENEMY SUSPECTED/TEMPLATED
2.X.2.1.1.3.1.2;G*C*MGAUB-;ASSEMBLY AREA
2.X.2.1.1.3.1.2.1;G*C*MGAUBO;OCCUPIED
2.X.2.1.1.3.1.2.2;G*C*MGAUBM;OCCUPIED BY MULTIPLE UNITS
2.X.2.1.1.3.1.2.3;G*C*MGAUBR;PROPOSED/ON ORDER
2.X.2.1.1.3.2;G*C*MGAS--;SPECIFIED AREA
2.X.2.1.1.3.2.1;G*C*MGASD-;DROP ZONE (DZ)
2.X.2.1.1.3.2.2;G*C*MGASE-;EXTRACTION ZONE (EZ)
2.X.2.1.1.3.2.3;G*C*MGASL-;LANDING ZONE (LZ)
2.X.2.1.1.3.2.4;G*C*MGASP-;PICKUP ZONE (PZ)
2.X.2.1.1.3.2.5;G*C*MGASS-;SEARCH AREA/RECONNAISSANCE AREA
2.X.2.1.1.3.2.6;G*C*MGASM-;LIMITED ACCESS AREA
2.X.2.1.1.3.2.7;G*C*MGASG-;ENGAGEMENT AREA
2.X.2.1.1.3.2.8;G*C*MGASF-;FORTIFIED AREA
2.X.2.1.1.3.2.9;G*C*MGAST-;STAGING AREA
2.X.2.1.2;G*C*MA----;AVIATION MANOEUVRE GRAPHICS
2.X.2.1.2.1;G*C*MAA---;AVIATION POINTS
2.X.2.1.2.1.1;G*C*MAAP--;AIR CONTROL POINT (ACP)
2.X.2.1.2.1.2;G*C*MAAC--;COMMUNICATIONS CHECKPOINT (CCP)
2.X.2.1.2.1.3;G*C*MAAU--;POP UP POINT (PUP)
2.X.2.1.2.1.4;G*C*MAAD--;DOWNED AIRCREW PICK UP POINT
2.X.2.1.2.2;G*C*MAL---;AVIATION LINES
2.X.2.1.2.2.1;G*C*MALC--;AIR CORRIDOR
2.X.2.1.2.2.2;G*C*MALM--;MINIMUM RISK ROUTE (MRR)
2.X.2.1.2.2.3;G*C*MALS--;STANDARD-USE ARMY AIRCRAFT FLIGHT ROUTE (SAAFR)
2.X.2.1.2.2.4;G*C*MALU--;UNMANNED AERIAL VEHICLE (UAV) ROUTE
2.X.2.1.2.2.5;G*C*MALL--;LOW LEVEL TRANSIT ROUTE (LLTR)
2.X.2.1.2.2.6;G*C*MALIN-;IFF ON LINE
2.X.2.1.2.2.7;G*C*MALIF-;IFF OFF LINE
2.X.2.1.2.3;G*C*MAV---;AVIATION AREAS
2.X.2.1.2.3.1;G*C*MAVR--;RESTRICTED OPERATIONS ZONE (ROZ)
2.X.2.1.2.3.2;G*C*MAVF--;FORWARD AREA AIR DEFENCE ZONE (FAADEZ)
2.X.2.1.2.3.3;G*C*MAVH--;HIGH DENSITY AIRSPACE CONTROL ZONE (HIDACZ)
2.X.2.1.2.3.4;G*C*MAVM--;MISSILE ENGAGEMENT ZONE (MEZ)
2.X.2.1.2.3.4.1;G*C*MAVML-;LOW ALTITUDE MEZ
2.X.2.1.2.3.4.2;G*C*MAVMH-;HIGH ALTITUDE MEZ
2.X.2.1.2.3.5;G*C*MAVW--;WEAPONS FREE ZONE
2.X.2.1.3;G*C*MD----;DECEPTION GRAPHICS
2.X.2.1.3.1;G*C*MDD---;DUMMY (DECEPTION)(DECOY)
2.X.2.1.3.2;G*C*MDA---;AXIS OF ADVANCE FOR FEINT
2.X.2.1.3.3;G*C*MDF---;DIRECTION OF ATTACK FOR FEINT
2.X.2.1.3.4;G*C*MDM---;DECOY MINED AREA
2.X.2.1.3.5;G*C*MDY---;"DECOY MINED AREA, FENCED"
2.X.2.1.3.6;G*C*MDN---;DUMMY MINEFIELD
2.X.2.1.4;G*C*MM----;DEFENCE MANOEUVRE GRAPHIC
2.X.2.1.4.1;G*C*MMP---;DEFENCE POINT GRAPHIC
2.X.2.1.4.1.1;G*C*MMPT--;TARGET REFERENCE POINT (TRP)
2.X.2.1.4.1.2;G*C*MMPB--;BATTLE POSITION
2.X.2.1.4.1.2.1;G*C*MMPB O-;OCCUPIED (BATTALION SIZED UNIT)
2.X.2.1.4.1.2.2;G*C*MMPB P-;PREPARED ""(P)"" BUT NOT OCCUPIED
2.X.2.1.4.1.2.3;G*C*MMPB L-;PLANNED
2.X.2.1.4.1.3;G*C*MMPS--;STRONG POINT (SP)
2.X.2.1.4.1.3.1;G*C*MMPSF-;FRIENDLY
2.X.2.1.4.1.3.2;G*C*MMPSE-;ENEMY KNOWN AND CONFIRMED
2.X.2.1.4.1.4;G*C*MMPO--;OBSERVATION POST/OUTPOST
2.X.2.1.4.1.4.1;G*C*MMPOC-;COMBAT OUTPOST
2.X.2.1.4.1.4.2;G*C*MMPOR-;OBSERVATION POST OCCUPIED BY DISMOUNTED SCOUTS OR RECONNAISSANCE
2.X.2.1.4.1.4.3;G*C*MMPOF-;FORWARD OBSERVER POSITION
2.X.2.1.4.1.4.4;G*C*MMPOS-;SENSOR OUTPOST/LISTENING POST (OP/LP)
2.X.2.1.4.1.4.5;G*C*MMPON-;CBRN OBSERVATION POST (DISMOUNTED)
2.X.2.1.4.1.4.6;G*C*MMPON-;FORWARD AIR CONTROLLER (FAC)
2.X.2.1.4.1.4.7;G*C*MMPON-;TACTICAL AIR CONTROL PARTY (TACP)
2.X.2.1.4.2;G*C*MMD---;DEFENCE LINE GRAPHIC
2.X.2.1.4.2.1;G*C*MMDF--;FORWARD EDGE OF BATTLE AREA (FEBA)
2.X.2.1.4.2.1.1;G*C*MMDFA-;ACTUAL TRACE OF THE FEBA
2.X.2.1.4.2.1.2;G*C*MMDFP-;PROPOSED OR ON ORDER TRACE OF THE FEBA
2.X.2.1.4.2.2;G*C*MMDP--;PRINCIPLE DIRECTION OF FIRE (PDF)
2.X.2.1.4.3;G*C*MMA---;DEFENCE AREA GRAPHIC
2.X.2.1.4.3.1;G*C*MMAE--;ENGAGEMENT AREA (EA)
2.X.2.1.5;G*C*MO----;OFFENCE MANOEUVRE GRAPHICS
2.X.2.1.5.1;G*C*MOP---;OFFENCE POINT GRAPHIC
2.X.2.1.5.1.1;G*C*MOPD--;POINT OF DEPARTURE
2.X.2.1.5.2;G*C*MOL---;OFFENCE LINE GRAPHIC
2.X.2.1.5.2.1;G*C*MOLA--;AXIS OF ADVANCE
2.X.2.1.5.2.1.1;G*C*MOLAF-;FRIENDLY AVIATION
2.X.2.1.5.2.1.2;G*C*MOLAA-;FRIENDLY AIRBORNE
2.X.2.1.5.2.1.3;G*C*MOLAH-;FRIENDLY ATTACK HELICOPTER
2.X.2.1.5.2.1.4;G*C*MOLAS-;FRIENDLY GROUND AXIS OF SUPPORTING ATTACK
2.X.2.1.5.2.1.5;G*C*MOLAM-;FRIENDLY GROUND AXIS OF MAIN ATTACK
2.X.2.1.5.2.1.6;G*C*MOLAO-;FRIENDLY GROUND AXIS ON ORDER WITH DATE AND TIME (IF KNOWN) EFFECTIVE
2.X.2.1.5.2.1.7;G*C*MOLAE-;ENEMY CONFIRMED
2.X.2.1.5.2.1.8;G*C*MOLAT-;ENEMY TEMPLATED
2.X.2.1.5.2.2;G*C*MOLD--;DIRECTION OF ATTACK
2.X.2.1.5.2.2.1;G*C*MOLDF-;FRIENDLY AVIATION
2.X.2.1.5.2.2.2;G*C*MOLDY-;FRIENDLY AVIATION PLANNED OR ON ORDER
2.X.2.1.5.2.2.3;G*C*MOLDE-;ENEMY KNOWN/CONFIRMED A VIA TION
2.X.2.1.5.2.2.4;G*C*MOLDT-;TEMPLATED ENEMY AVIATION
2.X.2.1.5.2.2.5;G*C*MOLDG-;ENEMY CONFIRMED/KNOWN GROUND
2.X.2.1.5.2.2.6;G*C*MOLDR-;TEMPLATED ENEMY GROUND
2.X.2.1.5.2.2.7;G*C*MOLDS-;FRIENDLY DIRECTION OF SUPPORTING ATTACK
2.X.2.1.5.2.2.8;G*C*MOLDM-;FRIENDLY DIRECTION OF MAIN ATTACK
2.X.2.1.5.2.2.9;G*C*MOLDO-;FRIENDLY PLANNED OR ON ORDER
2.X.2.1.5.2.3;G*C*MOLF--;FINAL COORDINATION LINE
2.X.2.1.5.2.4;G*C*MOLI--;INFILTRATION LINE
2.X.2.1.5.2.5;G*C*MOLL--;LIMIT OF ADVANCE
2.X.2.1.5.2.6;G*C*MOLT--;LINE OF DEPARTURE
2.X.2.1.5.2.7;G*C*MOLC--;LINE OF DEPARTURE/LINE OF CONTACT (LD/LC)
2.X.2.1.5.2.8;G*C*MOLP--;PROBABLE LINE OF DEPLOYMENT (PLD)
2.X.2.1.5.2.9;G*C*MOLR--;RAID
2.X.2.1.5.3;G*C*MOO---;OFFENCE AREA GRAPHIC
2.X.2.1.5.3.1;G*C*MOOA--;ASSAULT POSITION
2.X.2.1.5.3.2;G*C*MOOT--;ATTACK POSITION
2.X.2.1.5.3.2.1;G*C*MOOTF-;FRIENDLY ATTACK POSITION
2.X.2.1.5.3.2.2;G*C*MOOTC-;FRIENDLY OCCUPIED (ONLY IF A UNIT MUST STOP IN THE ATTACK POSITION)
2.X.2.1.5.3.2.3;G*C*MOOTP-;"FRIENDLY PLANNED, PROPOSED OR ON ORDER"
2.X.2.1.5.3.3;G*C*MOOP--;ATTACK BY FIRE POSITION
2.X.2.1.5.3.4;G*C*MOOS--;SUPPORT BY FIRE POSITION
2.X.2.1.5.3.5;G*C*MOOJ--;OBJECTIVE
2.X.2.1.5.3.6;G*C*MOOX--;PENETRATION BOX
2.X.2.1.5.3.7;G*C*MOOR--;RAID AREA
2.X.2.1.6;G*C*MS----;SPECIAL MANOEUVRE GRAPHIC
2.X.2.1.6.1;G*C*MSG---;GENERAL
2.X.2.1.6.1.1;G*C*MSGE--;ENCIRCLEMENT
2.X.2.1.6.1.1.1;G*C*MSGEF-;FRIENDLY
2.X.2.1.6.1.1.2;G*C*MSGEY-;ENEMY
2.X.2.1.6.1.2;G*C*MSGA--;AMBUSH
2.X.2.1.6.2;G*C*MSL---;LINE
2.X.2.1.6.2.1;G*C*MSLA--;AIR HEAD
2.X.2.1.6.2.2;G*C*MSLB--;BRIDGEHEAD
2.X.2.1.6.2.3;G*C*MSLH--;HOLDING LINE
2.X.2.1.6.2.4;G*C*MSLR--;RELEASE LINE
2.X.2.1.6.3;G*C*MSA---;AREA
2.X.2.1.6.3.1;G*C*MSAO--;AREA OF OPERATIONS (AO)
2.X.2.1.6.3.2;G*C*MSAN--;NAMED AREA OF INTEREST
2.X.2.1.6.3.3;G*C*MSAT--;TARGETED AREA OF INTEREST
2.X.2.2;G*C*B-----;MOBILITY/ SURVIVABILITY
2.X.2.2.1;G*C*BO----;OBSTACLES
2.X.2.2.1.1;G*C*BOG---;GENERAL
2.X.2.2.1.1.1;G*C*BOGB--;BELT
2.X.2.2.1.1.2;G*C*BOGL--;LINE
2.X.2.2.1.1.3;G*C*BOGZ--;ZONE
2.X.2.2.1.2;G*C*BOA---;ABA TIS
2.X.2.2.1.3;G*C*BOAT--;ANTITANK OBSTACLES
2.X.2.2.1.3.1;G*C*BOATO-;ANTITANK DITCH
2.X.2.2.1.3.2;G*C*BOATM-;ANTITANK DITCH REINFORCED WITH ANTITANK MINES
2.X.2.2.1.3.3;G*C*BOATD-;"ANTITANK OBSTACLES, TETRAHEDRONS, DRAGON'S TEETH AND OTHER SIMILAR OBSTACLES"
2.X.2.2.1.3.4;G*C*BOATW-;ANTITANK WALL
2.X.2.2.1.4;G*C*BOAB--;BOOBY TRAP
2.X.2.2.1.5;G*C*BOAM--;MINES
2.X.2.2.1.5.1;G*C*BOAMA-;ANTIPERSONNEL (AP) MINE
2.X.2.2.1.5.2;G*C*BOAMT-;ANTITANK (AT) MINE
2.X.2.2.1.5.3;G*C*BOAMD-;ANTITANK MINE WITH ANTIHANDLING DEVISE
2.X.2.2.1.5.4;G*C*BOAMC-;ANTITANK MINE (ARROW SHOWS EFFECTS) ""CLAYMORE MINE""
2.X.2.2.1.5.5;G*C*BOAMU-;UNSPECIFIED MINE
2.X.2.2.1.5.6;G*C*BOAMN-;MINE CLUSTER
2.X.2.2.1.5.7;G*C*BOAMW-;WIDE AREA MINES
2.X.2.2.1.6;G*C*BOAI--;MINEFIELDS
2.X.2.2.1.6.1;G*C*BOAIP-;PLANNED MINEFIELD
2.X.2.2.1.6.2;G*C*BOAIC-;COMPLETED MINEFIELD
2.X.2.2.1.6.3;G*C*BOAIL-;ANTIPERSONNEL (AP) MINEFIELD
2.X.2.2.1.6.4;G*C*BOAIG-;ANTITANK (AT) MINEFIELD WITH GAP
2.X.2.2.1.6.5;G*C*BOAIN-;ANTITANK (AT) MINEFIELD
2.X.2.2.1.6.6;G*C*BOAIS-;SCATTERABLE MINES
2.X.2.2.1.6.7;G*C*BOAIH-;ANTIPERSONNEL (AP) MINEFIELD REINFORCED WITH SCATTERABLE WITH SELF-DESTRUCT DATE-TIME-GROUP
2.X.2.2.1.6.8;G*C*BOAID-;SCATTERABLE MINEFIELD WITH SELF-DESTRUCT DATE-TIME-GROUP
2.X.2.2.1.6.9;G*C*BOAIM-;MINED AREA
2.X.2.2.1.7;G*C*BOAV--;EXECUTED VOLCANO MINEFIELD
2.X.2.2.1.8;G*C*BOAE--;OBSTACLE EFFECT
2.X.2.2.1.8.1;G*C*BOAEB-;BLOCK
2.X.2.2.1.8.2;G*C*BOAEF-;FIX
2.X.2.2.1.8.3;G*C*BOAET-;TURN
2.X.2.2.1.8.4;G*C*BOAED-;DISRUPT
2.X.2.2.1.9;G*C*BOAF--;OBSTACLE FREE AREA
2.X.2.2.1.9.1;G*C*BOAFR-;OBSTACLE-RESTRICTED AREA
2.X.2.2.1.10;G*C*BOAU--;UN-EXPLODED ORDNANCE AREA
2.X.2.2.1.11;G*C*BOAR--;"ROAD BLOCKS, CRATERS, AND BLOWN BRIDGES"
2.X.2.2.1.11.1;G*C*BOARP-;ROADBLOCK PLANNED
2.X.2.2.1.11.2;G*C*BOARE-;"ROADBLOCK WITH EXPLOSIVES, STATE OF READINESS 1(SAFE)"
2.X.2.2.1.11.3;G*C*BOARS-;"ROADBLOCK WITH EXPLOSIVES, STATE OF READINESS 2 (ARMED BUT PASSABLE)"
2.X.2.2.1.11.4;G*C*BOARC-;ROADBLOCK COMPLETED (EXECUTED)
2.X.2.2.1.12;G*C*BOAP--;TRIP WIRE
2.X.2.2.1.13;G*C*BOAW--;WIRE OBSTACLES
2.X.2.2.1.13.1;G*C*BOAWU-;UNSPECIFIED
2.X.2.2.1.13.2;G*C*BOAWS-;SINGLE FENCE
2.X.2.2.1.13.3;G*C*BOAWD-;DOUBLE FENCE
2.X.2.2.1.13.4;G*C*BOAWA-;DOUBLE APRON FENCE
2.X.2.2.1.13.5;G*C*BOAWL-;LOW WIRE FENCE
2.X.2.2.1.13.6;G*C*BOAWH-;HIGH WIRE FENCE
2.X.2.2.1.13.7;G*C*BOAWC-;SINGLE CONCERTINA
2.X.2.2.1.13.8;G*C*BOAWB-;DOUBLE STRAND CONCERTINA
2.X.2.2.1.13.9;G*C*BOAWR-;TRIPLE STRAND CONCERTINA
2.X.2.2.2;G*C*BY----;OBSTACLE BYPASS
2.X.2.2.2.1;G*C*BYO---;OBSTACLE BYPASS DIFFICULTY
2.X.2.2.2.1.1;G*C*BYOE--;BYPASS EASY
2.X.2.2.2.1.2;G*C*BYOD--;BYPASS DIFFICULT
2.X.2.2.2.1.3;G*C*BYOI--;BYPASS IMPOSSIBLE
2.X.2.2.2.2;G*C*BYC---;CROSSING SITE/WATER CROSSING
2.X.2.2.2.2.1;G*C*BYCA--;ASSAULT CROSSING AREA
2.X.2.2.2.2.2;G*C*BYCB--;BRIDGE OR GAP
2.X.2.2.2.2.3;G*C*BYCF--;FERRY
2.X.2.2.2.2.4;G*C*BYCE--;FORD/FORD EASY
2.X.2.2.2.2.5;G*C*BYCD--;FORD DIFFICULT
2.X.2.2.2.2.6;G*C*BYCL--;LANE
2.X.2.2.2.2.7;G*C*BYCR--;RAFT SITE
2.X.2.2.2.2.8;G*C*BYCG--;ENGINEER REGULATING POINT
2.X.2.2.3;G*C*BS----;SURVIVABILITY
2.X.2.2.3.1;G*C*BSE---;"EARTHWORK, SMALL TRENCH OR FORTIFICATION"
2.X.2.2.3.2;G*C*BSF---;FORT
2.X.2.2.3.3;G*C*BSL---;FORTIFIED LINE
2.X.2.2.3.4;G*C*BSW---;"FOXHOLE, EMPLACEMENT OR WEAPON SITE"
2.X.2.2.3.5;G*C*BSP---;STRONG POINT
2.X.2.2.3.6;G*C*BSH---;SURFACE SHELTER
2.X.2.2.3.7;G*C*BSU---;UNDERGROUND SHELTER
2.X.2.2.4;G*C*BW----;"NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS"
2.X.2.2.4.1;G*C*BWM---;MINIMUM SAFE DISTANCE ZONES
2.X.2.2.4.2;G*C*BWN---;NUCLEAR DETONATIONS FRIENDLY GROUND ZERO
2.X.2.2.4.3;G*C*BWE---;ENEMY KNOWN GROUND ZERO
2.X.2.2.4.4;G*C*BWI---;ENEMY TEMPLATED
2.X.2.2.4.5;G*C*BWF---;FRIENDLY PLANNED OR ON-ORDER
2.X.2.2.4.6;G*C*BWP---;FALLOUT PRODUCING
2.X.2.2.4.7;G*C*BWA---;RADIOACTIVE AREA
2.X.2.2.4.8;G*C*BWC---;BIOLOGICALLY CONTAMINATED AREA
2.X.2.2.4.9;G*C*BWH---;CHEMICALLY CONTAMINATED AREA
2.X.2.2.4.10;G*C*BWK---;"BIOLOGICAL AND CHEMICAL ATTACK, RELEASE EVENTS"
2.X.2.2.4.11;G*C*BWD---;DECONTAMINATION (DECON) POINTS
2.X.2.2.4.11.1;G*C*BWDP--;DECON SITE/POINT (UNSPECIFIED)
2.X.2.2.4.11.2;G*C*BWDA--;ALTERNATE DECON SITE/POINT (UNSPECIFIED)
2.X.2.2.4.11.3;G*C*BWDT--;DECON SITE/POINT (TROOPS)
2.X.2.2.4.11.4;G*C*BWDE--;DECON SITE/POINT (EQUIPMENT)
2.X.2.2.4.11.5;G*C*BWDS--;DECON SITE/POINT (EQUIPMENT AND TROOPS)
2.X.2.2.4.11.6;G*C*BWDO--;DECON SITE/POINT (OPERATIONAL DECONTAMINATION)
2.X.2.2.4.11.7;G*C*BWDG--;DECON SITE/POINT (THOROUGH DECONTAMINATION)
2.X.2.2.4.11.8;G*C*BWDEM-;DECON POINT (MAIN) EQUIPMENT
2.X.2.2.4.11.9;G*C*BWDTF-;DECON POINT (FORWARD) TROOPS
2.X.2.2.4.12;G*C*BWR---;DOSE RATE CONTOUR LINES
2.X.2.3;G*C*F-----;FIRE SUPPORT GRAPHICS
2.X.2.3.1;G*C*FS----;FIRE SUPPORT POINT
2.X.2.3.1.1;G*C*FST---;TARGET
2.X.2.3.1.1.1;G*C*FSTP--;POINT /SINGLE TARGET
2.X.2.3.1.1.2;G*C*FSTC--;CIRCULAR TARGET
2.X.2.3.1.2;G*C*FSS---;FIRE SUPPORT STATION
2.X.2.3.2;G*C*FL----;FIRE SUPPORT LINES
2.X.2.3.2.1;G*C*FLC---;FIRE SUPPORT COORDINATION LINE (FSCL)
2.X.2.3.2.2;G*C*FLF---;COORDINATION FIRE LINE (CFL)
2.X.2.3.2.3;G*C*FLT---;LINEAR TARGET
2.X.2.3.2.3.1;G*C*FLTP--;FINAL PROTECTIVE FIRE
2.X.2.3.2.4;G*C*FLK---;SMOKE
2.X.2.3.2.4.1;G*C*FLKP--;PLANNED WITH DESIGNATED TIME SHOWN
2.X.2.3.2.4.2;G*C*FLKS--;SMOKE (ACTUALLY IN PLACE)
2.X.2.3.2.4.3;G*C*FLKT--;LINEAR SMOKE TARGET
2.X.2.3.2.5;G*C*FLN---;NO FIRE LINE
2.X.2.3.2.6;G*C*FLR---;RESTRICTED FIRE LINE (RFL)
2.X.2.3.3;G*C*FA----;AREAS
2.X.2.3.3.1;G*C*FAS---;FIRE SUPPORT AREA
2.X.2.3.3.2;G*C*FAC---;AIRSPACE COORDINATION AREA
2.X.2.3.3.3;G*C*FAT---;AREA TARGET
2.X.2.3.3.4;G*C*FAR---;SERIES TARGET
2.X.2.3.3.4.1;G*C*FARS--;SERIES OF TARGETS USING REGULAR TARGETS
2.X.2.3.3.4.2;G*C*FARU--;SERIES OF TARGETS USING RECTANGULAR TARGETS
2.X.2.3.3.5;G*C*FAB---;BOMB AREA
2.X.2.3.3.6;G*C*FAI---;FREE FIRE AREA (FFA)
2.X.2.3.3.7;G*C*FAZ---;GROUP OF TARGETS
2.X.2.3.3.7.1;G*C*FAZT--;GROUP OF TARGETS USING REGULAR TARGETS
2.X.2.3.3.7.2;G*C*FAZU--;GROUP OF TARGETS USING RECTANGULAR TARGETS
2.X.2.3.3.8;G*C*FAN---;NO FIRE AREA
2.X.2.3.3.9;G*C*FAU---;NUCLEAR TARGET
2.X.2.3.3.10;G*C*FAD---;RESTRICTED FIRE AREA (RFA)
2.X.2.3.3.11;G*C*FAP---;POSITION AREA FOR ARTILLERY (PAA)
2.X.2.3.3.12;G*C*FATA--;TARGET ACQUISITION AREA (TAA)
2.X.2.4;G*C*S-----;COMBAT SERVICE SUPPORT
2.X.2.4.1;G*C*SP----;POINTS
2.X.2.4.1.1;G*C*SPA---;AMBULANCE EXCHANGE POINT
2.X.2.4.1.2;G*C*SPC---;CANNIBALIZATION POINT
2.X.2.4.1.3;G*C*SPY---;CASUALTY COLLECTION POINT
2.X.2.4.1.4;G*C*SPT---;CIVILIAN COLLECTION POINT
2.X.2.4.1.5;G*C*SPD---;DETAINEE COLLECTION POINT
2.X.2.4.1.6;G*C*SPE---;ENEMY PRISONER OF WAR (EPW) COLLECTION POINT
2.X.2.4.1.7;G*C*SPL---;LOGISTICS RELEASE POINT (LRP)
2.X.2.4.1.8;G*C*SPM---;MAINTENANCE COLLECTION POINT
2.X.2.4.1.9;G*C*SPR---;"REARM, REFUEL AND RE-SUPPLY POINT"
2.X.2.4.1.10;G*C*SPU---;REFUEL ON THE MOVE (ROM) POINT
2.X.2.4.1.11;G*C*SPO---;TRAFFIC CONTROL POST (TCP)
2.X.2.4.1.12;G*C*SPI---;TRAILER TRANSFER POINT
2.X.2.4.1.13;G*C*SPN---;UNIT MAINTENANCE COLLECTION POINT
2.X.2.4.1.14;G*C*SPQ---;SUPPLY POINTS
2.X.2.4.1.14.1;G*C*SPQT--;GENERAL
2.X.2.4.1.14.2;G*C*SPQA--;CLASS I
2.X.2.4.1.14.3;G*C*SPQB--;CLASS II
2.X.2.4.1.14.4;G*C*SPQC--;CLASS III
2.X.2.4.1.14.5;G*C*SPQD--;CLASS IV
2.X.2.4.1.14.6;G*C*SPQE--;CLASS V
2.X.2.4.1.14.7;G*C*SPQF--;CLASS VI
2.X.2.4.1.14.8;G*C*SPQG--;CLASS VII
2.X.2.4.1.14.9;G*C*SPQH--;CLASS VIII
2.X.2.4.1.14.10;G*C*SPQI--;CLASS IX
