APP6-C-Domain;APP6-C-FullPath;APP6-NAME;APP6-NAME-FR;APP6-C-HIERARCHY-NAME;APP6-C-HIERARCHY;APP6-B-SIDC;APP6-C-SIDC;APP6-D-SIDC;APP6-D-Domain;APP6-D-Entity;APP6-D-EntityType;APP6-D-EntitySubtype
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|SERVICE, RESEARCH, UTILITY FACILITY|PUBLIC WATER SERVICES;PUBLIC WATER SERVICES;SERVICES PUBLICS DE L'EAU;GRDTRK.INS.SRUF.PWS;1.X.3.3.4.4;S*G*IUP---;S*G*IUP---;1003200000121410;Land installation;Infrastructure;Water Supply Infrastructure;Water
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|NUCLEAR ENERGY;NUCLEAR ENERGY;ENERGIE NUCLEAIRE;GRDTRK.INS.MMF.NENY;1.X.3.3.5.1;S*G*IMF---;S*G*IMF---;10032000001115000000;Land installation;Military/Civilian;Nuclear (Non CBRN Defense);
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|NUCLEAR ENERGY|ATOMIC ENERGY REACTOR;ATOMIC ENERGY REACTOR;REACTEUR D'ENERGIE ATOMIQUE;GRDTRK.INS.MMF.NENY.ATMER;1.X.3.3.5.1.1;S*G*IMFA--;S*G*IMFA--;10032000001115000005;Land installation;Military/Civilian;Nuclear (Non CBRN Defense);
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|NUCLEAR ENERGY|NUCLEAR MATERIAL PRODUCTION;NUCLEAR MATERIAL PRODUCTION;PRODUCTION DE MATIERES NUCLEAIRES;GRDTRK.INS.MMF.NENY.NMP;1.X.3.3.5.1.2;S*G*IMFP--;S*G*IMFP--;10032000001115000006;Land installation;Military/Civilian;Nuclear (Non CBRN Defense);
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|NUCLEAR ENERGY|NUCLEAR MATERIAL PRODUCTION|WEAPONS GRADE;WEAPONS GRADE;GRADE D'ARMES;GRDTRK.INS.MMF.NENY.NMP.WPNGR;1.X.3.3.5.1.2.1;S*G*IMFPW-;S*G*IMFPW-;10032000001115000008;Land installation;Military/Civilian;Nuclear (Non CBRN Defense);
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|NUCLEAR ENERGY|NUCLEAR MATERIAL STORAGE;NUCLEAR MATERIAL STORAGE;STOCKAGE DE MATIERES NUCLEAIRES;GRDTRK.INS.MMF.NENY.NMS;1.X.3.3.5.1.3;S*G*IMFS--;S*G*IMFS--;10032000001115000007;Land installation;Military/Civilian;Nuclear (Non CBRN Defense);
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|AIRCRAFT PRODUCTION & ASSEMBLY;AIRCRAFT PRODUCTION & ASSEMBLY;PRODUCTION ET ASSEMBLAGE D'AVIONS;GRDTRK.INS.MMF.APA;1.X.3.3.5.2;S*G*IMA---;S*G*IMA---;10032000001101000000;Land installation;Military/Civilian;Aircraft Production/Assembly;
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|AMMUNITION AND EXPLOSIVES PRODUCTION;AMMUNITION AND EXPLOSIVES PRODUCTION;PRODUCTION DE MUNITIONS ET D'EXPLOSIFS;GRDTRK.INS.MMF.AMEP;1.X.3.3.5.3;S*G*IME---;S*G*IME---;10032000001102000000;Land installation;Military/Civilian;Ammunition and Explosives Production;
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|ARMAMENT PRODUCTION;ARMAMENT PRODUCTION;PRODUCTION D'ARMEMENT;GRDTRK.INS.MMF.AMTP;1.X.3.3.5.4;S*G*IMG---;S*G*IMG---;10032000001104000000;Land installation;Military/Civilian;Armament Production;
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|MILITARY VEHICLE PRODUCTION;MILITARY VEHICLE PRODUCTION;PRODUCTION DE VEHICULES MILITAIRES;GRDTRK.INS.MMF.MILVP;1.X.3.3.5.5;S*G*IMV---;S*G*IMV---;10032000001213060000;Land installation;Infrastructure;Transportation Infrastructure;Maintenance Facility
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|ENGINEERING EQUIPMENT PRODUCTION;ENGINEERING EQUIPMENT PRODUCTION;PRODUCTION D'EQUIPEMENTS D'INGENIERIE;GRDTRK.INS.MMF.ENGEP;1.X.3.3.5.6;S*G*IMN---;S*G*IMN---;10032000001107000000;Land installation;Military/Civilian;Engineering Equipment Production;
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|ENGINEERING EQUIPMENT PRODUCTION|BRIDGE;BRIDGE;PONT;GRDTRK.INS.MMF.ENGEP.BRG;1.X.3.3.5.6.1;S*G*IMNB--;S*G*IMNB--;10032000001107010000;Land installation;Military/Civilian;Engineering Equipment Production;Bridge
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|CHEMICAL & BIOLOGICAL WARFARE PRODUCTION;CHEMICAL & BIOLOGICAL WARFARE PRODUCTION;PRODUCTION DE GUERRE CHIMIQUE ET BIOLOGIQUE;GRDTRK.INS.MMF.CBWP;1.X.3.3.5.7;S*G*IMC---;S*G*IMC---;10032000001106000002;Land installation;Military/Civilian;Chemical, Biological, Radiological and Nuclear (CBRN);
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|CHEMICAL & BIOLOGICAL WARFARE PRODUCTION;CHEMICAL & BIOLOGICAL WARFARE PRODUCTION;PRODUCTION DE GUERRE CHIMIQUE ET BIOLOGIQUE;GRDTRK.INS.MMF.CBWP;1.X.3.3.5.7;S*G*IMC---;S*G*IMC---;10032000001106000002;Land installation;Military/Civilian;Chemical, Biological, Radiological and Nuclear (CBRN);
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|SHIP CONSTRUCTION;SHIP CONSTRUCTION;CONSTRUCTION DE NAVIRES;GRDTRK.INS.MMF.SHPCSN;1.X.3.3.5.8;S*G*IMS---;S*G*IMS---;1003200000121310;Land installation;Infrastructure;Transportation Infrastructure;Ship Yard
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY MATERIEL FACILITY|MISSILE & SPACE SYSTEM PRODUCTION;MISSILE & SPACE SYSTEM PRODUCTION;PRODUCTION DE MISSILES ET DE SYSTEMES SPATIAUX;GRDTRK.INS.MMF.MSSP;1.X.3.3.5.9;S*G*IMM---;S*G*IMM---;10032000001114000000;Land installation;Military/Civilian;Missile and Space System Production;
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|GOVERNMENT LEADERSHIP;GOVERNMENT LEADERSHIP;LEADERSHIP GOUVERNEMENTAL;GRDTRK.INS.GOVLDR;1.X.3.3.6;S*G*IG----;S*G*IG----;10032000001109000000;Land installation;Military/Civilian;Government Leadership;
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY BASE/FACILITY;MILITARY BASE/FACILITY;BASE MILITAIRE/INSTALLATION;GRDTRK.INS.MILBF;1.X.3.3.7;S*G*IB----;S*G*IB----;1003200000120802;Land installation;Infrastructure;Military Infrastructure;Military Base
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY BASE/FACILITY|AIRPORT/AIRBASE;AIRPORT/AIRBASE;AEROPORT/BASE AERIENNE;GRDTRK.INS.MILBF.AB;1.X.3.3.7.1;S*G*IBA---;S*G*IBA---;1003200000121301;Land installation;Infrastructure;Transportation Infrastructure;Airport/Air Base
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MILITARY BASE/FACILITY|SEAPORT/NAVAL BASE;SEAPORT/NAVAL BASE;PORT MARITIME/BASE NAVALE;GRDTRK.INS.MILBF.SP;1.X.3.3.7.2;S*G*IBN---;S*G*IBN---;1003200000121309;Land installation;Infrastructure;Transportation Infrastructure;Sea Port/Naval Base
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|TRANSPORT FACILITY;TRANSPORT FACILITY;INSTALLATION DE TRANSPORT;GRDTRK.INS.TSPF;1.X.3.3.8;S*G*IT----;S*G*IT----;1003200000121300;Land installation;Infrastructure;Transportation Infrastructure;
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MEDICAL FACILITY;MEDICAL FACILITY;INSTALLATION MEDICALE;GRDTRK.INS.MEDF;1.X.3.3.9;S*G*IX----;S*G*IX----;1003200000120701;Land installation;Infrastructure;Medical Infrastructure;Medical
GROUND-INSTALLATION;GROUND TRACK|INSTALLATION|MEDICAL FACILITY|HOSPITAL;HOSPITAL;HOPITAL;GRDTRK.INS.MEDF.HSP;1.X.3.3.9.1;S*G*IXH---;S*G*IXH---;1003200000120702;Land installation;Infrastructure;Medical Infrastructure;Medical Treatment Facility (Hospital)
SEA-SURFACE;SEA SURFACE TRACK;SEA SURFACE TRACK;PISTE DE LA SURFACE DE LA MER;SSUF;1.X.4;S*S*------;S*S*------;10033000000000000000;Sea surface;Unspecified;;
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT;COMBATANT;COMBATANT;SSUF.CBTT;1.X.4.1;S*S*C-----;S*S*C-----;10033000001200000000;Sea surface;Military Combatant;;
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|LINE;LINE;LIGNE;SSUF.CBTT.LNE;1.X.4.1.1;S*S*CL----;S*S*CL----;10033000001202000000;Sea surface;Military Combatant;Surface Combatant, Line;
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|LINE|CARRIER;CARRIER;PORTEUR;SSUF.CBTT.LNE.CRR;1.X.4.1.1.1;S*S*CLCV--;S*S*CLCV--;10033000001201000000;Sea surface;Military Combatant;Carrier;
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|LINE|BATTLESHIP;BATTLESHIP;BATTLESHIP;SSUF.CBTT.LNE.BBS;1.X.4.1.1.2;S*S*CLBB--;S*S*CLBB--;10033000001202010000;Sea surface;Military Combatant;Surface Combatant, Line;Battleship
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|LINE|CRUISER;CRUISER;CRUISER;SSUF.CBTT.LNE.CRU;1.X.4.1.1.3;S*S*CLCC--;S*S*CLCC--;10033000001202020000;Sea surface;Military Combatant;Surface Combatant, Line;Cruiser
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|LINE|DESTROYER;DESTROYER;DESTROYER;SSUF.CBTT.LNE.DD;1.X.4.1.1.4;S*S*CLDD--;S*S*CLDD--;10033000001202030000;Sea surface;Military Combatant;Surface Combatant, Line;Destroyer
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|LINE|FRIGATE/CORVETTE;FRIGATE/CORVETTE;FREGATE/CORVETTE;SSUF.CBTT.LNE.FFR;1.X.4.1.1.5;S*S*CLFF--;S*S*CLFF--;10033000001202040000;Sea surface;Military Combatant;Surface Combatant, Line;Frigate
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|LINE|LITTORAL COMBATANT;LITTORAL COMBATANT;COMBATTANT LITTORAL;SSUF.CBTT.LNE.LL;1.X.4.1.1.6;S*S*CLLL--;S*S*CLLL--;10033000001202060000;Sea surface;Military Combatant;Surface Combatant, Line;Littoral Combatant Ship
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|LINE|LITTORAL COMBATANT|ANTISUBMARINE WARFARE MISSION PACKAGE;ANTISUBMARINE WARFARE MISSION PACKAGE;ENSEMBLE DE MISSIONS DE LUTTE ANTI-SOUS-MARINE;SSUF.CBTT.LNE.LL.ASBW;1.X.4.1.1.6.1;S*S*CLLLAS;S*S*CLLLAS;10033000001202060300;Sea surface;Military Combatant;Surface Combatant, Line;Littoral Combatant Ship
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|LINE|LITTORAL COMBATANT|MINE WARFARE MISSION PACKAGE;MINE WARFARE MISSION PACKAGE;ENSEMBLE DE MISSIONS DE GUERRE DES MINES;SSUF.CBTT.LNE.LL.MNEW;1.X.4.1.1.6.2;S*S*CLLLMI;S*S*CLLLMI;10033000001202061000;Sea surface;Military Combatant;Surface Combatant, Line;Littoral Combatant Ship
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|LINE|LITTORAL COMBATANT|SURFACE WARFARE (SUW) MISSION PACKAGE;SURFACE WARFARE (SUW) MISSION PACKAGE;ENSEMBLE DE MISSIONS DE GUERRE DE SURFACE (SUW);SSUF.CBTT.LNE.LL.SUW;1.X.4.1.1.6.3;S*S*CLLLSU;S*S*CLLLSU;10033000001202061300;Sea surface;Military Combatant;Surface Combatant, Line;Littoral Combatant Ship
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|AMPHIBIOUS WARFARE SHIP;AMPHIBIOUS WARFARE SHIP;NAVIRE DE GUERRE AMPHIBIE;SSUF.CBTT.AMPWS;1.X.4.1.2;S*S*CA----;S*S*CA----;10033000001203000000;Sea surface;Military Combatant;Amphibious Warfare Ship;
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|AMPHIBIOUS WARFARE SHIP|ASSAULT VESSEL;ASSAULT VESSEL;VAISSEAU D'ASSAUT;SSUF.CBTT.AMPWS.ASTVES;1.X.4.1.2.1;S*S*CALA--;S*S*CALA--;10033000001203020000;Sea surface;Military Combatant;Amphibious Warfare Ship;Amphibious Assault, Non-specified
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|AMPHIBIOUS WARFARE SHIP|LANDING SHIP;LANDING SHIP;NAVIRE DE DEBARQUEMENT;SSUF.CBTT.AMPWS.LNDSHP;1.X.4.1.2.2;S*S*CALS--;S*S*CALS--;10033000001203070000;Sea surface;Military Combatant;Amphibious Warfare Ship;Landing Ship
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|AMPHIBIOUS WARFARE SHIP|LANDING SHIP|LANDING SHIP MEDIUM;LANDING SHIP MEDIUM;NAVIRE DE DEBARQUEMENT MOYEN;SSUF.CBTT.AMPWS.LNDSHP.MDM;1.X.4.1.2.2.1;S*S*CALSM-;S*S*CALSM-;10033000001203070004;Sea surface;Military Combatant;Amphibious Warfare Ship;Landing Ship
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|AMPHIBIOUS WARFARE SHIP|LANDING SHIP|LANDING SHIP TANK;LANDING SHIP TANK;NAVIRE DE DEBARQUEMENT CHAR;SSUF.CBTT.AMPWS.LNDSHP.TANK;1.X.4.1.2.2.2;S*S*CALST-;S*S*CALST-;10033000001203070007;Sea surface;Military Combatant;Amphibious Warfare Ship;Landing Ship
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|AMPHIBIOUS WARFARE SHIP|LANDING CRAFT;LANDING CRAFT;BATEAU DE DEBARQUEMENT;SSUF.CBTT.AMPWS.LNDCRT;1.X.4.1.2.3;S*S*CALC--;S*S*CALC--;10033000001203080000;Sea surface;Military Combatant;Amphibious Warfare Ship;Landing Craft
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|MINE WARFARE VESSEL;MINE WARFARE VESSEL;NAVIRE DE GUERRE DES MINES;SSUF.CBTT.MNEWV;1.X.4.1.3;S*S*CM----;S*S*CM----;10033000001204000000;Sea surface;Military Combatant;Mine Warfare Ship;
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|MINE WARFARE VESSEL|MINELAYER;MINELAYER;MINELAYER;SSUF.CBTT.MNEWV.MNELYR;1.X.4.1.3.1;S*S*CMML--;S*S*CMML--;10033000001204010000;Sea surface;Military Combatant;Mine Warfare Ship;Mine Layer
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|MINE WARFARE VESSEL|MINESWEEPER;MINESWEEPER;MINESWEEPER;SSUF.CBTT.MNEWV.MNESWE;1.X.4.1.3.2;S*S*CMMS--;S*S*CMMS--;10033000001204020000;Sea surface;Military Combatant;Mine Warfare Ship;Mine Sweeper
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|MINE WARFARE VESSEL|MINEHUNTER;MINEHUNTER;MINEHUNTER;SSUF.CBTT.MNEWV.MNEHNT;1.X.4.1.3.3;S*S*CMMH--;S*S*CMMH--;10033000001204040000;Sea surface;Military Combatant;Mine Warfare Ship;Mine Hunter
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|MINE WARFARE VESSEL|MCM SUPPORT;MCM SUPPORT;SUPPORT MCM;SSUF.CBTT.MNEWV.MCMSUP;1.X.4.1.3.4;S*S*CMMA--;S*S*CMMA--;10033000001204060000;Sea surface;Military Combatant;Mine Warfare Ship;Mine Countermeasures, Support Ship
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|PATROL;PATROL;PATROUILLE;SSUF.CBTT.PAT;1.X.4.1.4;S*S*CP----;S*S*CP----;10033000001205000000;Sea surface;Military Combatant;Patrol Boat;
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|PATROL|ANTISUBMARINE WARFARE;ANTISUBMARINE WARFARE;GUERRE ANTI-SOUS-MARINE;SSUF.CBTT.PAT.ASBW;1.X.4.1.4.1;S*S*CPSB--;S*S*CPSB--;10033000001205010000;Sea surface;Military Combatant;Patrol Boat;Patrol Craft, Submarine Chaser/Escort, General
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|PATROL|ANTISURFACE WARFARE;ANTISURFACE WARFARE;GUERRE ANTISURFACE;SSUF.CBTT.PAT.ASUW;1.X.4.1.4.2;S*S*CPSU--;S*S*CPSU--;10033000001205000013;Sea surface;Military Combatant;Patrol Boat;
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|PATROL|ANTISURFACE WARFARE|TORPEDO PATROL CRAFT;TORPEDO PATROL CRAFT;PATROUILLEUR DE TORPILLES;SSUF.CBTT.PAT.ASUW.TPD;1.X.4.1.4.2.2;S*S*CPSUT-;S*S*CPSUT-;10033000001205000017;Sea surface;Military Combatant;Patrol Boat;
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|PATROL|ANTISURFACE WARFARE|GUN PATROL CRAFT;GUN PATROL CRAFT;PATROUILLEUR A CANON;SSUF.CBTT.PAT.ASUW.GUN;1.X.4.1.4.2.3;S*S*CPSUG-;S*S*CPSUG-;10033000001205020000;Sea surface;Military Combatant;Patrol Boat;Patrol Ship, General
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|NAVY GROUP;NAVY GROUP;GROUPE NAVAL;SSUF.CBTT.NAVGRP;1.X.4.1.6;S*S*G-----;S*S*G-----;10033000001210000000;Sea surface;Military Combatant;Navy Task Organization;
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|NAVY GROUP|NAVY TASK FORCE;NAVY TASK FORCE;GROUPE D'INTERVENTION DE LA MARINE;SSUF.CBTT.NAVGRP.NAVTF;1.X.4.1.6.1;S*S*GT----;S*S*GT----;10033000001210020000;Sea surface;Military Combatant;Navy Task Organization;Navy Task Force
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|NAVY GROUP|NAVY TASK GROUP;NAVY TASK GROUP;GROUPE OPERATIONNEL DE LA MARINE;SSUF.CBTT.NAVGRP.NAVTG;1.X.4.1.6.2;S*S*GG----;S*S*GG----;10033000001210030000;Sea surface;Military Combatant;Navy Task Organization;Navy Task Group
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|NAVY GROUP|NAVY TASK UNIT;NAVY TASK UNIT;UNITE OPERATIONNELLE DE LA MARINE;SSUF.CBTT.NAVGRP.NAVTU;1.X.4.1.6.3;S*S*GU----;S*S*GU----;10033000001210040000;Sea surface;Military Combatant;Navy Task Organization;Navy Task Unit
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|NAVY GROUP|CONVOY;CONVOY;CONVOYAGE;SSUF.CBTT.NAVGRP.CNY;1.X.4.1.6.4;S*S*GC----;S*S*GC----;10033000001210050000;Sea surface;Military Combatant;Navy Task Organization;Convoy
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|SURFACE DECOY;SURFACE DECOY;DECOUVERTE DE SURFACE;SSUF.CBTT.SUFDCY;1.X.4.1.7;S*S*CD----;S*S*CD----;10033000001206000000;Sea surface;Military Combatant;Decoy;
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|UNMANNED SURFACE VEHICLE;UNMANNED SURFACE VEHICLE;VEHICULE DE SURFACE SANS PILOTE;SSUF.CBTT.USV;1.X.4.1.8;S*S*CU----;S*S*CU----;10033000001207000000;Sea surface;Military Combatant;Unmanned Surface Water Vehicle (USV);
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|UNMANNED SURFACE VEHICLE|MINE COUNTERMEASURES SURFACE DRONE;MINE COUNTERMEASURES SURFACE DRONE;DRONE DE SURFACE DE LUTTE CONTRE LES MINES;SSUF.CBTT.USV.MNECM;1.X.4.1.8.1;S*S*CUM---;S*S*CUM---;10033000001207000700;Sea surface;Military Combatant;Unmanned Surface Water Vehicle (USV);
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|UNMANNED SURFACE VEHICLE|ANTISUBMARINE WARFARE SURFACE DRONE;ANTISUBMARINE WARFARE SURFACE DRONE;DRONE DE SURFACE DE LUTTE ANTI-SOUS-MARINE;SSUF.CBTT.USV.ASBW;1.X.4.1.8.2;S*S*CUS---;S*S*CUS---;10033000001207000300;Sea surface;Military Combatant;Unmanned Surface Water Vehicle (USV);
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|UNMANNED SURFACE VEHICLE|ANTISURFACE WARFARE SURFACE DRONE;ANTISURFACE WARFARE SURFACE DRONE;DRONE DE SURFACE DE LUTTE ANTI-SURFACE;SSUF.CBTT.USV.ASUW;1.X.4.1.8.3;S*S*CUN---;S*S*CUN---;10033000001207001300;Sea surface;Military Combatant;Unmanned Surface Water Vehicle (USV);
SEA-SURFACE;SEA SURFACE TRACK|COMBATANT|UNMANNED SURFACE VEHICLE|REMOTE MULTIMISSION VEHICLE;REMOTE MULTIMISSION VEHICLE;VEHICULE MULTIMISSION TELECOMMANDE;SSUF.CBTT.USV.RMV;1.X.4.1.8.4;;S*S*CUR---;10033000001207001100;Sea surface;Military Combatant;Unmanned Surface Water Vehicle (USV);
SEA-SURFACE;SEA SURFACE TRACK|NONCOMBATANT;NONCOMBATANT;NON COMBATANT;SSUF.NCBTT;1.X.4.2;S*S*N-----;S*S*N-----;10033000001300000000;Sea surface;Military Non Combatant;;
SEA-SURFACE;SEA SURFACE TRACK|NONCOMBATANT|UNDERWAY REPLENISHMENT;UNDERWAY REPLENISHMENT;RAVITAILLEMENT EN COURS DE ROUTE;SSUF.NCBTT.UWRPM;1.X.4.2.1;S*S*NR----;S*S*NR----;10033000001301110000;Sea surface;Military Non Combatant;Auxiliary Ship;Repair Ship
SEA-SURFACE;SEA SURFACE TRACK|NONCOMBATANT|FLEET SUPPORT;FLEET SUPPORT;SOUTIEN DE LA FLOTTE;SSUF.NCBTT.FLTSUP;1.X.4.2.2;S*S*NF----;S*S*NF----;10033000001301120000;Sea surface;Military Non Combatant;Auxiliary Ship;Submarine Tender
SEA-SURFACE;SEA SURFACE TRACK|NONCOMBATANT|INTELLIGENCE;INTELLIGENCE;INTELLIGENCE;SSUF.NCBTT.INT;1.X.4.2.3;S*S*NI----;S*S*NI----;10033000001301040000;Sea surface;Military Non Combatant;Auxiliary Ship;Intelligence Collector
SEA-SURFACE;SEA SURFACE TRACK|NONCOMBATANT|SERVICE & SUPPORT HARBOR;SERVICE & SUPPORT HARBOR;SERVICE & SUPPORT HARBOR;SSUF.NCBTT.SSH;1.X.4.2.4;S*S*NS----;S*S*NS----;10033000001302000000;Sea surface;Military Non Combatant;Service Craft/Yard;
SEA-SURFACE;SEA SURFACE TRACK|NONCOMBATANT|HOSPITAL SHIP;HOSPITAL SHIP;NAVIRE-HOPITAL;SSUF.NCBTT.HSPSHP;1.X.4.2.5;S*S*NM----;S*S*NM----;10033000001301070000;Sea surface;Military Non Combatant;Auxiliary Ship;Hospital Ship
SEA-SURFACE;SEA SURFACE TRACK|NONCOMBATANT|HOVERCRAFT;HOVERCRAFT;SURVEILLANT;SSUF.NCBTT.HOV;1.X.4.2.6;S*S*NH----;S*S*NH----;10033000001401070000;Sea surface;Civilian;Merchant Ship;Hovercraft
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|MERCHANT;MERCHANT;MARCHAND;SSUF.NMIL.MCT;1.X.4.3.1;S*S*XM----;S*S*XM----;10033000001401000000;Sea surface;Civilian;Merchant Ship;
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|MERCHANT|CARGO;CARGO;CARGO;SSUF.NMIL.MCT.CGO;1.X.4.3.1.1;S*S*XMC---;S*S*XMC---;10033000001401010000;Sea surface;Civilian;Merchant Ship;Cargo, General
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|MERCHANT|ROLL ON/ROLL OFF;ROLL ON/ROLL OFF;ROLL ON/ROLL OFF;SSUF.NMIL.MCT.RORO;1.X.4.3.1.2;S*S*XMR---;S*S*XMR---;10033000001401040000;Sea surface;Civilian;Merchant Ship;Roll On/Roll Off
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|MERCHANT|OILER/TANKER;OILER/TANKER;PETROLIER/TANKER;SSUF.NMIL.MCT.OLR;1.X.4.3.1.3;S*S*XMO---;S*S*XMO---;10033000001401090000;Sea surface;Civilian;Merchant Ship;Oiler/Tanker
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|MERCHANT|TUG;TUG;TUG;SSUF.NMIL.MCT.TUG;1.X.4.3.1.4;S*S*XMTU--;S*S*XMTU--;10033000001401110000;Sea surface;Civilian;Merchant Ship;Tug, Ocean Going
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|MERCHANT|FERRY;FERRY;FERRY;SSUF.NMIL.MCT.FRY;1.X.4.3.1.5;S*S*XMF---;S*S*XMF---;10033000001401050000;Sea surface;Civilian;Merchant Ship;Ferry
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|MERCHANT|PASSENGER;PASSENGER;PASSAGER;SSUF.NMIL.MCT.PSG;1.X.4.3.1.6;S*S*XMP---;S*S*XMP---;10033000001401100000;Sea surface;Civilian;Merchant Ship;Passenger
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|MERCHANT|HAZARDOUS MATERIALS (HAZMAT);HAZARDOUS MATERIALS (HAZMAT);MATIERES DANGEREUSES (HAZMAT);SSUF.NMIL.MCT.HAZMAT;1.X.4.3.1.7;S*S*XMH---;S*S*XMH---;10033000001401130000;Sea surface;Civilian;Merchant Ship;Transport Ship, Hazardous Material
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|MERCHANT|TOWING VESSEL;TOWING VESSEL;BATEAU DE REMORQUAGE;SSUF.NMIL.MCT.TOWVES;1.X.4.3.1.8;S*S*XMTO--;S*S*XMTO--;10033000001401120000;Sea surface;Civilian;Merchant Ship;Tow
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|FISHING;FISHING;PECHE;SSUF.NMIL.FSG;1.X.4.3.2;S*S*XF----;S*S*XF----;10033000001402000000;Sea surface;Civilian;Fishing Vessel;
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|FISHING|DRIFTER;DRIFTER;CONDUCTEUR;SSUF.NMIL.FSG.DRFT;1.X.4.3.2.1;S*S*XFDF--;S*S*XFDF--;10033000001402010000;Sea surface;Civilian;Fishing Vessel;Drifter
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|FISHING|DREDGE;DREDGE;GRUE;SSUF.NMIL.FSG.DRG;1.X.4.3.2.2;S*S*XFDR--;S*S*XFDR--;10033000001402030000;Sea surface;Civilian;Fishing Vessel;Dredger
