hierarchy;SIDC;fullpath;name;nameFR;icon-png;icon-svg
1.X.3.2.1.6;S*G*EWZ---;GROUND TRACK|EQUIPMENT|WEAPON|GRENADE LAUNCHER;GRENADE LAUNCHER;LANCE-GRENADES;1.X.3.2.1.6.png;1.X.3.2.1.6.svg
1.X.3.2.1.6.1;S*G*EWZL--;GROUND TRACK|EQUIPMENT|WEAPON|GRENADE LAUNCHER|GRENADE LAUNCHER LIGHT;GRENADE LAUNCHER LIGHT;LANCE-GRENADES LEGER;1.X.3.2.1.6.1.png;1.X.3.2.1.6.1.svg
1.X.3.2.1.6.2;S*G*EWZM--;GROUND TRACK|EQUIPMENT|WEAPON|GRENADE LAUNCHER|GRENADE LAUNCHER MEDIUM;GRENADE LAUNCHER MEDIUM;LANCE-GRENADES MOYEN;1.X.3.2.1.6.2.png;1.X.3.2.1.6.2.svg
1.X.3.2.1.6.3;S*G*EWZH--;GROUND TRACK|EQUIPMENT|WEAPON|GRENADE LAUNCHER|GRENADE LAUNCHER HEAVY;GRENADE LAUNCHER HEAVY;LANCE-GRENADES LOURD;1.X.3.2.1.6.3.png;1.X.3.2.1.6.3.svg
1.X.3.2.1.7;S*G*EWO---;GROUND TRACK|EQUIPMENT|WEAPON|MORTAR;MORTAR;MORTAR;1.X.3.2.1.7.png;1.X.3.2.1.7.svg
1.X.3.2.1.7.1;S*G*EWOL--;GROUND TRACK|EQUIPMENT|WEAPON|MORTAR|MORTAR LIGHT;MORTAR LIGHT;MORTAR LEGER;1.X.3.2.1.7.1.png;1.X.3.2.1.7.1.svg
1.X.3.2.1.7.2;S*G*EWOM--;GROUND TRACK|EQUIPMENT|WEAPON|MORTAR|MORTAR MEDIUM;MORTAR MEDIUM;MORTAR MOYEN;1.X.3.2.1.7.2.png;1.X.3.2.1.7.2.svg
1.X.3.2.1.7.3;S*G*EWOH--;GROUND TRACK|EQUIPMENT|WEAPON|MORTAR|MORTAR HEAVY;MORTAR HEAVY;MORTAR LOURDE;1.X.3.2.1.7.3.png;1.X.3.2.1.7.3.svg
1.X.3.2.1.8;S*G*EWH---;GROUND TRACK|EQUIPMENT|WEAPON|HOWITZER;HOWITZER;HOWITZER;1.X.3.2.1.8.png;1.X.3.2.1.8.svg
1.X.3.2.1.8.1;S*G*EWHL--;GROUND TRACK|EQUIPMENT|WEAPON|HOWITZER|HOWITZER LIGHT;HOWITZER LIGHT;HOWITZER LEGER;1.X.3.2.1.8.1.png;1.X.3.2.1.8.1.svg
1.X.3.2.1.8.1.1;S*G*EWHLS-;GROUND TRACK|EQUIPMENT|WEAPON|HOWITZER|HOWITZER LIGHT|HOWITZER LIGHT SELF-PROPELLED;HOWITZER LIGHT SELF-PROPELLED;OBUSIER LEGER AUTOMOTEUR;1.X.3.2.1.8.1.1.png;1.X.3.2.1.8.1.1.svg
1.X.3.2.1.8.2;S*G*EWHM--;GROUND TRACK|EQUIPMENT|WEAPON|HOWITZER|HOWITZER MEDIUM;HOWITZER MEDIUM;OBUSIER MOYEN;1.X.3.2.1.8.2.png;1.X.3.2.1.8.2.svg
1.X.3.2.1.8.2.1;S*G*EWHMS-;GROUND TRACK|EQUIPMENT|WEAPON|HOWITZER|HOWITZER MEDIUM|HOWITZER MEDIUM SELF-PROPELLED;HOWITZER MEDIUM SELF-PROPELLED;OBUSIER MOYEN AUTOMOTEUR;1.X.3.2.1.8.2.1.png;1.X.3.2.1.8.2.1.svg
1.X.3.2.1.8.3;S*G*EWHH--;GROUND TRACK|EQUIPMENT|WEAPON|HOWITZER|HOWITZER HEAVY;HOWITZER HEAVY;HOWITZER HEAVY;1.X.3.2.1.8.3.png;1.X.3.2.1.8.3.svg
1.X.3.2.1.8.3.1;S*G*EWHHS-;GROUND TRACK|EQUIPMENT|WEAPON|HOWITZER|HOWITZER HEAVY|HOWITZER HEAVY SELF-PROPELLED;HOWITZER HEAVY SELF-PROPELLED;OBUSIER LOURD AUTOMOTEUR;1.X.3.2.1.8.3.1.png;1.X.3.2.1.8.3.1.svg
1.X.3.2.1.9;S*G*EWG---;GROUND TRACK|EQUIPMENT|WEAPON|ANTITANK GUN;ANTITANK GUN;CANON ANTICHAR;1.X.3.2.1.9.png;1.X.3.2.1.9.svg
1.X.3.2.1.9.1;S*G*EWGL--;GROUND TRACK|EQUIPMENT|WEAPON|ANTITANK GUN|ANTITANK GUN LIGHT;ANTITANK GUN LIGHT;CANON ANTICHAR LEGER;1.X.3.2.1.9.1.png;1.X.3.2.1.9.1.svg
1.X.3.2.1.9.2;S*G*EWGM--;GROUND TRACK|EQUIPMENT|WEAPON|ANTITANK GUN|ANTITANK GUN MEDIUM;ANTITANK GUN MEDIUM;CANON ANTICHAR MOYEN;1.X.3.2.1.9.2.png;1.X.3.2.1.9.2.svg
1.X.3.2.1.9.3;S*G*EWGH--;GROUND TRACK|EQUIPMENT|WEAPON|ANTITANK GUN|ANTITANK GUN HEAVY;ANTITANK GUN HEAVY;CANON ANTICHAR LOURD;1.X.3.2.1.9.3.png;1.X.3.2.1.9.3.svg
1.X.3.2.1.9.4;S*G*EWGR--;GROUND TRACK|EQUIPMENT|WEAPON|ANTITANK GUN|ANTITANK GUN RECOILLESS;ANTITANK GUN RECOILLESS;CANON ANTICHAR SANS RECUL;1.X.3.2.1.9.4.png;1.X.3.2.1.9.4.svg
1.X.3.2.1.10;S*G*EWD---;GROUND TRACK|EQUIPMENT|WEAPON|DIRECT FIRE GUN;DIRECT FIRE GUN;CANON A TIR DIRECT;1.X.3.2.1.10.png;1.X.3.2.1.10.svg
1.X.3.2.1.10.1;S*G*EWDL--;GROUND TRACK|EQUIPMENT|WEAPON|DIRECT FIRE GUN|DIRECT FIRE GUN LIGHT;DIRECT FIRE GUN LIGHT;CANON LEGER A TIR DIRECT;1.X.3.2.1.10.1.png;1.X.3.2.1.10.1.svg
1.X.3.2.1.10.1.1;S*G*EWDLS-;GROUND TRACK|EQUIPMENT|WEAPON|DIRECT FIRE GUN|DIRECT FIRE GUN LIGHT|DIRECT FIRE GUN LIGHT SELF-PROPELLED;DIRECT FIRE GUN LIGHT SELF-PROPELLED;CANON LEGER A TIR DIRECT AUTOMOTEUR;1.X.3.2.1.10.1.1.png;1.X.3.2.1.10.1.1.svg
1.X.3.2.1.10.2;S*G*EWDM--;GROUND TRACK|EQUIPMENT|WEAPON|DIRECT FIRE GUN|DIRECT FIRE GUN MEDIUM;DIRECT FIRE GUN MEDIUM;CANON A TIR DIRECT MOYEN;1.X.3.2.1.10.2.png;1.X.3.2.1.10.2.svg
1.X.3.2.1.10.2.1;S*G*EWDMS-;GROUND TRACK|EQUIPMENT|WEAPON|DIRECT FIRE GUN|DIRECT FIRE GUN MEDIUM|DIRECT FIRE GUN MEDIUM SELF-PROPELLED;DIRECT FIRE GUN MEDIUM SELF-PROPELLED;CANON A TIR DIRECT MOYEN AUTOMOTEUR;1.X.3.2.1.10.2.1.png;1.X.3.2.1.10.2.1.svg
1.X.3.2.1.10.3;S*G*EWDH--;GROUND TRACK|EQUIPMENT|WEAPON|DIRECT FIRE GUN|DIRECT FIRE GUN HEAVY;DIRECT FIRE GUN HEAVY;CANON A TIR DIRECT LOURD;1.X.3.2.1.10.3.png;1.X.3.2.1.10.3.svg
1.X.3.2.1.10.3.1;S*G*EWDHS-;GROUND TRACK|EQUIPMENT|WEAPON|DIRECT FIRE GUN|DIRECT FIRE GUN HEAVY|DIRECT FIRE GUN HEAVY SELF-PROPELLED;DIRECT FIRE GUN HEAVY SELF-PROPELLED;CANON A TIR DIRECT LOURD AUTOPROPULSE;1.X.3.2.1.10.3.1.png;1.X.3.2.1.10.3.1.svg
1.X.3.2.1.11;S*G*EWA---;GROUND TRACK|EQUIPMENT|WEAPON|AIR DEFENSE GUN;AIR DEFENSE GUN;CANON DE DEFENSE AERIENNE;1.X.3.2.1.11.png;1.X.3.2.1.11.svg
1.X.3.2.1.11.1;S*G*EWAL--;GROUND TRACK|EQUIPMENT|WEAPON|AIR DEFENSE GUN|AIR DEFENSE GUN LIGHT;AIR DEFENSE GUN LIGHT;CANON DE DEFENSE ANTIAERIEN LEGER;1.X.3.2.1.11.1.png;1.X.3.2.1.11.1.svg
1.X.3.2.1.11.2;S*G*EWAM--;GROUND TRACK|EQUIPMENT|WEAPON|AIR DEFENSE GUN|AIR DEFENSE GUN MEDIUM;AIR DEFENSE GUN MEDIUM;CANON DE DEFENSE ANTIAERIEN MOYEN;1.X.3.2.1.11.2.png;1.X.3.2.1.11.2.svg
1.X.3.2.1.11.3;S*G*EWAH--;GROUND TRACK|EQUIPMENT|WEAPON|AIR DEFENSE GUN|AIR DEFENSE GUN HEAVY;AIR DEFENSE GUN HEAVY;CANON DE DEFENSE AERIENNE LOURD;1.X.3.2.1.11.3.png;1.X.3.2.1.11.3.svg
1.X.3.2.2;S*G*EV----;GROUND TRACK|EQUIPMENT|GROUND VEHICLE;GROUND VEHICLE;VEHICULE TERRESTRE;1.X.3.2.2.png;1.X.3.2.2.svg
1.X.3.2.2.1;S*G*EVA---;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ARMORED VEHICLE;ARMORED VEHICLE;VEHICULE BLINDE;1.X.3.2.2.1.png;1.X.3.2.2.1.svg
1.X.3.2.2.1.1;S*G*EVAT--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ARMORED VEHICLE|TANK;TANK;TANK;1.X.3.2.2.1.1.png;1.X.3.2.2.1.1.svg
1.X.3.2.2.1.1.1;S*G*EVATL-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ARMORED VEHICLE|TANK|TANK LIGHT;TANK LIGHT;TANK LEGER;1.X.3.2.2.1.1.1.png;1.X.3.2.2.1.1.1.svg
1.X.3.2.2.1.1.1.1;S*G*EVATLR;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ARMORED VEHICLE|TANK|TANK LIGHT|TANK LIGHT RECOVERY;TANK LIGHT RECOVERY;CHAR DE RECUPERATION LEGER;1.X.3.2.2.1.1.1.1.png;1.X.3.2.2.1.1.1.1.svg
1.X.3.2.2.1.1.2;S*G*EVATM-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ARMORED VEHICLE|TANK|TANK MEDIUM;TANK MEDIUM;TANK MEDIUM;1.X.3.2.2.1.1.2.png;1.X.3.2.2.1.1.2.svg
1.X.3.2.2.1.1.2.1;S*G*EVATMR;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ARMORED VEHICLE|TANK|TANK MEDIUM|TANK MEDIUM RECOVERY;TANK MEDIUM RECOVERY;TANK MEDIUM RECOVERY;1.X.3.2.2.1.1.2.1.png;1.X.3.2.2.1.1.2.1.svg
1.X.3.2.2.1.1.3;S*G*EVATH-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ARMORED VEHICLE|TANK|TANK HEAVY;TANK HEAVY;RESERVOIR LOURD;1.X.3.2.2.1.1.3.png;1.X.3.2.2.1.1.3.svg
1.X.3.2.2.1.1.3.1;S*G*EVATHR;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ARMORED VEHICLE|TANK|TANK HEAVY|TANK HEAVY RECOVERY;TANK HEAVY RECOVERY;RECUPERATION DE CHARS LOURDS;1.X.3.2.2.1.1.3.1.png;1.X.3.2.2.1.1.3.1.svg
1.X.3.2.2.1.2;S*G*EVAA--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ARMORED VEHICLE|ARMORED PERSONNEL CARRIER;ARMORED PERSONNEL CARRIER;VEHICULE BLINDE DE TRANSPORT DE TROUPES;1.X.3.2.2.1.2.png;1.X.3.2.2.1.2.svg
1.X.3.2.2.1.2.1;S*G*EVAAR-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ARMORED VEHICLE|ARMORED PERSONNEL CARRIER|ARMORED PERSONNEL CARRIER RECOVERY;ARMORED PERSONNEL CARRIER RECOVERY;RECUPERATION DU VEHICULE BLINDE DE TRANSPORT DE TROUPES;1.X.3.2.2.1.2.1.png;1.X.3.2.2.1.2.1.svg
1.X.3.2.2.1.3;S*G*EVAI--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ARMORED VEHICLE|ARMORED INFANTRY;ARMORED INFANTRY;INFANTERIE BLINDEE;1.X.3.2.2.1.3.png;1.X.3.2.2.1.3.svg
1.X.3.2.2.1.4;S*G*EVAC--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ARMORED VEHICLE|C2V/ACV;C2V/ACV;C2V/ACV;1.X.3.2.2.1.4.png;1.X.3.2.2.1.4.svg
1.X.3.2.2.1.5;S*G*EVAS--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ARMORED VEHICLE|COMBAT SERVICE SUPPORT VEHICLE;COMBAT SERVICE SUPPORT VEHICLE;VEHICULE DE SOUTIEN AU COMBAT;1.X.3.2.2.1.5.png;1.X.3.2.2.1.5.svg
1.X.3.2.2.1.6;S*G*EVAL--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ARMORED VEHICLE|LIGHT ARMORED VEHICLE;LIGHT ARMORED VEHICLE;VEHICULE BLINDE LEGER;1.X.3.2.2.1.6.png;1.X.3.2.2.1.6.svg
1.X.3.2.2.2;S*G*EVU---;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE;UTILITY VEHICLE;VEHICULE UTILITAIRE;1.X.3.2.2.2.png;1.X.3.2.2.2.svg
1.X.3.2.2.2.1;S*G*EVUB--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|BUS;BUS;BUS;1.X.3.2.2.2.1.png;1.X.3.2.2.2.1.svg
1.X.3.2.2.2.2;S*G*EVUS--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|SEMI;SEMI;SEMI;1.X.3.2.2.2.2.png;1.X.3.2.2.2.2.svg
1.X.3.2.2.2.2.1;S*G*EVUSL-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|SEMI|SEMI LIGHT;SEMI LIGHT;SEMI LEGER;1.X.3.2.2.2.2.1.png;1.X.3.2.2.2.2.1.svg
1.X.3.2.2.2.2.2;S*G*EVUSM-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|SEMI|SEMI MEDIUM;SEMI MEDIUM;SEMI MOYEN;1.X.3.2.2.2.2.2.png;1.X.3.2.2.2.2.2.svg
1.X.3.2.2.2.2.3;S*G*EVUSH-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|SEMI|SEMI HEAVY;SEMI HEAVY;SEMI-LOURD;1.X.3.2.2.2.2.3.png;1.X.3.2.2.2.2.3.svg
1.X.3.2.2.2.3;S*G*EVUL--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|LIMITED CROSS-COUNTRY TRUCK;LIMITED CROSS-COUNTRY TRUCK;CAMION TOUT-TERRAIN LIMITE;1.X.3.2.2.2.3.png;1.X.3.2.2.2.3.svg
1.X.3.2.2.2.4;S*G*EVUX--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|CROSS-COUNTRY TRUCK;CROSS-COUNTRY TRUCK;CAMION TOUT TERRAIN;1.X.3.2.2.2.4.png;1.X.3.2.2.2.4.svg
1.X.3.2.2.2.5;S*G*EVUR--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|WATER CRAFT;WATER CRAFT;BATEAU DE PLAISANCE;1.X.3.2.2.2.5.png;1.X.3.2.2.2.5.svg
1.X.3.2.2.2.6;S*G*EVUT--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|TOW TRUCK;TOW TRUCK;CAMION DE REMORQUAGE;1.X.3.2.2.2.6.png;1.X.3.2.2.2.6.svg
1.X.3.2.2.2.6.1;S*G*EVUTL-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|TOW TRUCK|TOW TRUCK LIGHT;TOW TRUCK LIGHT;DEPANNEUSE LEGERE;1.X.3.2.2.2.6.1.png;1.X.3.2.2.2.6.1.svg
1.X.3.2.2.2.6.2;S*G*EVUTH-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|TOW TRUCK|TOW TRUCK HEAVY;TOW TRUCK HEAVY;DEPANNEUSE LOURDE;1.X.3.2.2.2.6.2.png;1.X.3.2.2.2.6.2.svg
1.X.3.2.2.2.7;S*G*EVUA--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|AMBULANCE;AMBULANCE;AMBULANCE;1.X.3.2.2.2.7.png;1.X.3.2.2.2.7.svg
1.X.3.2.2.2.7.1;S*G*EVUAA-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|AMBULANCE|ARMORED AMBULANCE;ARMORED AMBULANCE;AMBULANCE BLINDEE;1.X.3.2.2.2.7.1.png;1.X.3.2.2.2.7.1.svg
1.X.3.2.2.3;S*G*EVE---;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE;ENGINEER VEHICLE;VEHICULE DU GENIE;1.X.3.2.2.3.png;1.X.3.2.2.3.svg
1.X.3.2.2.3.1;S*G*EVEB--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|BRIDGE;BRIDGE;PONT;1.X.3.2.2.3.1.png;1.X.3.2.2.3.1.svg
1.X.3.2.2.3.2;S*G*EVEE--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|EARTHMOVER;EARTHMOVER;VEHICULE D'ENFOUISSEMENT DE TERRE;1.X.3.2.2.3.2.png;1.X.3.2.2.3.2.svg
1.X.3.2.2.3.3;S*G*EVEC--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|CONSTRUCTION VEHICLE;CONSTRUCTION VEHICLE;VEHICULE DE CONSTRUCTION;1.X.3.2.2.3.3.png;1.X.3.2.2.3.3.svg
1.X.3.2.2.3.4;S*G*EVEM--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|MINE LAYING VEHICLE;MINE LAYING VEHICLE;VEHICULE DE POSE DE MINES;1.X.3.2.2.3.4.png;1.X.3.2.2.3.4.svg
1.X.3.2.2.3.4.1;S*G*EVEMV-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|MINE LAYING VEHICLE|ARMORED CARRIER WITH VOLCANO;ARMORED CARRIER WITH VOLCANO;VEHICULE BLINDE AVEC VOLCAN;1.X.3.2.2.3.4.1.png;1.X.3.2.2.3.4.1.svg
1.X.3.2.2.3.4.2;S*G*EVEML-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|MINE LAYING VEHICLE|TRUCK MOUNTED WITH VOLCANO;TRUCK MOUNTED WITH VOLCANO;CAMION AVEC VOLCAN;1.X.3.2.2.3.4.2.png;1.X.3.2.2.3.4.2.svg
1.X.3.2.2.3.5;S*G*EVEA--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|MINE CLEARING VEHICLE;MINE CLEARING VEHICLE;VEHICULE DE DEMINAGE;1.X.3.2.2.3.5.png;1.X.3.2.2.3.5.svg
1.X.3.2.2.3.5.1;S*G*EVEAA-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|MINE CLEARING VEHICLE|ARMORED MOUNTED MINE CLEARING VEHICLE;ARMORED MOUNTED MINE CLEARING VEHICLE;VEHICULE BLINDE DE DEMINAGE MONTE;1.X.3.2.2.3.5.1.png;1.X.3.2.2.3.5.1.svg
1.X.3.2.2.3.5.2;S*G*EVEAT-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|MINE CLEARING VEHICLE|TRAILER MOUNTED MINE CLEARING VEHICLE;TRAILER MOUNTED MINE CLEARING VEHICLE;VEHICULE DE DEMINAGE MONTE SUR REMORQUE;1.X.3.2.2.3.5.2.png;1.X.3.2.2.3.5.2.svg
1.X.3.2.2.3.6;S*G*EVED--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|DOZER;DOZER;DOZER;1.X.3.2.2.3.6.png;1.X.3.2.2.3.6.svg
1.X.3.2.2.3.6.1;S*G*EVEDA-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|DOZER|ARMORED DOZER;ARMORED DOZER;DOZER ARMORE;1.X.3.2.2.3.6.1.png;1.X.3.2.2.3.6.1.svg
1.X.3.2.2.3.7;S*G*EVES--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|ARMORED ASSAULT;ARMORED ASSAULT;ASSAUT BLINDE;1.X.3.2.2.3.7.png;1.X.3.2.2.3.7.svg
1.X.3.2.2.3.8;S*G*EVER--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|ARMORED ENGINEER RECON VEHICLE (AERV);ARMORED ENGINEER RECON VEHICLE (AERV);VEHICULE BLINDE DE RECONNAISSANCE DU GENIE (AERV);1.X.3.2.2.3.8.png;1.X.3.2.2.3.8.svg
1.X.3.2.2.3.9;S*G*EVEH--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|BACKHOE;BACKHOE;PELLE ARRIERE;1.X.3.2.2.3.9.png;1.X.3.2.2.3.9.svg
1.X.3.2.2.3.10;S*G*EVEF--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|FERRY TRANSPORTER;FERRY TRANSPORTER;TRANSBORDEUR;1.X.3.2.2.3.10.png;1.X.3.2.2.3.10.svg
1.X.3.2.2.4;S*G*EVT---;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|TRAIN LOCOMOTIVE;TRAIN LOCOMOTIVE;LOCOMOTIVE DE TRAIN;1.X.3.2.2.4.png;1.X.3.2.2.4.svg
1.X.3.2.2.5;S*G*EVC---;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE;CIVILIAN VEHICLE;VEHICULE CIVIL;1.X.3.2.2.5.png;1.X.3.2.2.5.svg
1.X.3.2.2.5.1;S*G*EVCA--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;1.X.3.2.2.5.1.png;1.X.3.2.2.5.1.svg
1.X.3.2.2.5.1.1;S*G*EVCAL-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|AUTOMOBILE|COMPACT AUTOMOBILE;COMPACT AUTOMOBILE;AUTOMOBILE COMPACTE;1.X.3.2.2.5.1.1.png;1.X.3.2.2.5.1.1.svg
1.X.3.2.2.5.1.2;S*G*EVCAM-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|AUTOMOBILE|MIDSIZE AUTOMOBILE;MIDSIZE AUTOMOBILE;AUTOMOBILE DE TAILLE MOYENNE;1.X.3.2.2.5.1.2.png;1.X.3.2.2.5.1.2.svg
1.X.3.2.2.5.1.3;S*G*EVCAH-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|AUTOMOBILE|SEDAN AUTOMOBILE;SEDAN AUTOMOBILE;BERLINE AUTOMOBILE;1.X.3.2.2.5.1.3.png;1.X.3.2.2.5.1.3.svg
1.X.3.2.2.5.2;S*G*EVCO--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|OPEN-BED TRUCK;OPEN-BED TRUCK;CAMIONNETTE A PLATEAU OUVERT;1.X.3.2.2.5.2.png;1.X.3.2.2.5.2.svg
1.X.3.2.2.5.2.1;S*G*EVCOL-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|OPEN-BED TRUCK|PICKUP OPEN-BED TRUCK;PICKUP OPEN-BED TRUCK;CAMIONNETTE A PLATEAU OUVERT;1.X.3.2.2.5.2.1.png;1.X.3.2.2.5.2.1.svg
1.X.3.2.2.5.2.2;S*G*EVCOM-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|OPEN-BED TRUCK|SMALL OPEN-BED TRUCK;SMALL OPEN-BED TRUCK;PETIT CAMION A PLATEAU OUVERT;1.X.3.2.2.5.2.2.png;1.X.3.2.2.5.2.2.svg
1.X.3.2.2.5.2.3;S*G*EVCOH-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|OPEN-BED TRUCK|LARGE OPEN-BED TRUCK;LARGE OPEN-BED TRUCK;GRAND CAMION A PLATEAU OUVERT;1.X.3.2.2.5.2.3.png;1.X.3.2.2.5.2.3.svg
1.X.3.2.2.5.3;S*G*EVCM--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|MULTIPLE PASSENGER VEHICLE;MULTIPLE PASSENGER VEHICLE;VEHICULE A PASSAGERS MULTIPLES;1.X.3.2.2.5.3.png;1.X.3.2.2.5.3.svg
1.X.3.2.2.5.3.1;S*G*EVCML-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|MULTIPLE PASSENGER VEHICLE|VAN MULTIPLE PASSENGER VEHICLE;VAN MULTIPLE PASSENGER VEHICLE;FOURGONNETTE VEHICULE A PASSAGERS MULTIPLES;1.X.3.2.2.5.3.1.png;1.X.3.2.2.5.3.1.svg
1.X.3.2.2.5.3.2;S*G*EVCMM-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|MULTIPLE PASSENGER VEHICLE|SMALL BUS MULTIPLE PASSENGER VEHICLE;SMALL BUS MULTIPLE PASSENGER VEHICLE;PETIT AUTOBUS VEHICULE A PASSAGERS MULTIPLES;1.X.3.2.2.5.3.2.png;1.X.3.2.2.5.3.2.svg
1.X.3.2.2.5.3.3;S*G*EVCMH-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|MULTIPLE PASSENGER VEHICLE|LARGE BUS MULTIPLE PASSENGER VEHICLE;LARGE BUS MULTIPLE PASSENGER VEHICLE;GRAND AUTOBUS VEHICULE A PASSAGERS MULTIPLES;1.X.3.2.2.5.3.3.png;1.X.3.2.2.5.3.3.svg
1.X.3.2.2.5.4;S*G*EVCU--;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|UTILITY VEHICLE;UTILITY VEHICLE;VEHICULE UTILITAIRE;1.X.3.2.2.5.4.png;1.X.3.2.2.5.4.svg
1.X.3.2.2.5.4.1;S*G*EVCUL-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|UTILITY VEHICLE|SPORT UTILITY VEHICLE (SUV), UTILITY VEHICLE;SPORT UTILITY VEHICLE (SUV), UTILITY VEHICLE;VEHICULE UTILITAIRE SPORT (SUV), VEHICULE UTILITAIRE;1.X.3.2.2.5.4.1.png;1.X.3.2.2.5.4.1.svg
1.X.3.2.2.5.4.2;S*G*EVCUM-;GROUND TRACK|EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE|UTILITY VEHICLE|SMALL BOX TRUCK, UTILITY VEHICLE;SMALL BOX TRUCK, UTILITY VEHICLE;PETITE CAMIONNETTE, VEHICULE UTILITAIRE;1.X.3.2.2.5.4.2.png;1.X.3.2.2.5.4.2.svg
