APP6-C-Domain;APP6-C-FullPath;APP6-NAME;APP6-NAME-FR;APP6-C-HIERARCHY-NAME;APP6-C-HIERARCHY;APP6-B-SIDC;APP6-C-SIDC;APP6-D-SIDC;APP6-D-Domain;APP6-D-Entity;APP6-D-EntityType;APP6-D-EntitySubtype
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|FISHING;FISHING;PECHE;SSUF.NMIL.FSG;1.X.4.3.2;S*S*XF----;S*S*XF----;10033000001402000000;SEA SURFACE;Civilian;Fishing Vessel;
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|FISHING|DRIFTER;DRIFTER;CONDUCTEUR;SSUF.NMIL.FSG.DRFT;1.X.4.3.2.1;S*S*XFDF--;S*S*XFDF--;10033000001402010000;SEA SURFACE;Civilian;Fishing Vessel;Drifter
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|FISHING|DREDGE;DREDGE;GRUE;SSUF.NMIL.FSG.DRG;1.X.4.3.2.2;S*S*XFDR--;S*S*XFDR--;10033000001402030000;SEA SURFACE;Civilian;Fishing Vessel;Dredger
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|FISHING|TRAWLER;TRAWLER;TRAWLER;SSUF.NMIL.FSG.TRW;1.X.4.3.2.3;S*S*XFTR--;S*S*XFTR--;10033000001402020000;SEA SURFACE;Civilian;Fishing Vessel;Trawler
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|LEISURE CRAFT;LEISURE CRAFT;BATEAU DE LOISIR;SSUF.NMIL.LESCRT;1.X.4.3.3;S*S*XR----;S*S*XR----;10033000001404000000;SEA SURFACE;Civilian;Leisure Craft, Sailing;
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|LAW ENFORCEMENT VESSEL;LAW ENFORCEMENT VESSEL;BATEAU DES FORCES DE L'ORDRE;SSUF.NMIL.LAWENV;1.X.4.3.4;S*S*XL----;S*S*XL----;10033000001403000000;SEA SURFACE;Civilian;Law Enforcement Vessel;
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|HOVERCRAFT;HOVERCRAFT;SURVEILLANT;SSUF.CBTT.HOV;1.X.4.3.5;S*S*CH----;S*S*CH----;10033000001200000000;SEA SURFACE;Military Combatant;;
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|HOVERCRAFT;HOVERCRAFT;SURVEILLANT;SSUF.NCBTT.HOV;1.X.4.3.5;S*S*NH----;S*S*NH----;10033000001300000000;SEA SURFACE;Military Non Combatant;;
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|HOVERCRAFT;HOVERCRAFT;SURVEILLANT;SSUF.NMIL.HOV;1.X.4.3.5;S*S*XH----;S*S*XH----;10033000001401070000;SEA SURFACE;Civilian;Merchant Ship;Hovercraft
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|FAST RECREACTIONAL CRAFT;FAST RECREACTIONAL CRAFT;EMBARCATION RAPIDE DE LOISIR;SSUF.NMIL.FSTREC;1.X.4.3.6;;S*S*XA----;10033000001405000000;SEA SURFACE;Civilian;Leisure Craft, Motorized;
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|FAST RECREACTIONAL CRAFT|RIGID-HULL INFLATABLE BOAT;RIGID-HULL INFLATABLE BOAT;BATEAU GONFLABLE A COQUE RIGIDE;SSUF.NMIL.FSTREC.RHIB;1.X.4.3.6.1;;S*S*XAR---;10033000001405010000;SEA SURFACE;Civilian;Leisure Craft, Motorized;Rigid–Hull Inflatable Boat (RHIB)
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|FAST RECREACTIONAL CRAFT|SPEED BOAT;SPEED BOAT;BATEAU DE VITESSE;SSUF.NMIL.FSTREC.SPDBT;1.X.4.3.6.2;;S*S*XAS---;10033000001405020000;SEA SURFACE;Civilian;Leisure Craft, Motorized;Speedboat
SEA-SURFACE;SEA SURFACE TRACK|NON-MILITARY|PERSONAL WATERCRAFT;PERSONAL WATERCRAFT;VEHICULE NAUTIQUE PERSONNEL;SSUF.NMIL.PWC;1.X.4.3.7;;S*S*XP----;10033000001406000000;SEA SURFACE;Civilian;Jet Ski;
SEA-SURFACE;SEA SURFACE TRACK|OWN TRACK;OWN TRACK;PISTE PROPRE;SSUF.OWN;1.X.4.4;S*S*O-----;S*S*O-----;10033000001500000000;SEA SURFACE;Own Ship;;
SIGNALS-INTELLIGENCE;SUBSURFACE TRACK;SUBSURFACE TRACK;PISTE SOUTERRAINE;SIGINT.SBSUF;1.X.5;I*U*------;I*U*------;;;;;
SUB-SURFACE;SUBSURFACE TRACK;SUBSURFACE TRACK;PISTE SOUTERRAINE;SBSUF;1.X.5;S*U*------;S*U*------;;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE;SUBMARINE;SOUS-MARIN;SBSUF.SUB;1.X.5.1;S*U*S-----;S*U*S-----;10033500001101000000;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|SURFACED SUBMARINE;SURFACED SUBMARINE;SOUS-MARIN DE SURFACE;SBSUF.SUB.SURF;1.X.5.1.1;S*U*SF----;S*U*SF----;10033500001101010000;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|BOTTOMED;BOTTOMED;ENFONCE;SBSUF.SUB.BOTTMD;1.X.5.1.2;;S*U*SB----;10033500001101030000;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|CERTAIN SUBMARINE;CERTAIN SUBMARINE;CERTAIN SOUS-MARIN;SBSUF.SUB.CRT;1.X.5.1.3;;S*U*SR----;10033500001101011800;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|NONSUBMARINE;NONSUBMARINE;NONSUBMARINE;SBSUF.SUB.NONSUB;1.X.5.1.4;;S*U*SX----;10033500001103000000;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|NUCLEAR PROPULSION;NUCLEAR PROPULSION;PROPULSION NUCLEAIRE;SBSUF.SUB.NPRN;1.X.5.1.5;S*U*SN----;S*U*SN----;10033500001101000006;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|NUCLEAR PROPULSION|SURFACED NUCLEAR PROPULSION SUBMARINE;SURFACED NUCLEAR PROPULSION SUBMARINE;SOUS-MARIN DE SURFACE A PROPULSION NUCLEAIRE;SBSUF.SUB.NPRN.SURF;1.X.5.1.5.1;S*U*SNF---;S*U*SNF---;10033500001101010006;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|NUCLEAR PROPULSION|ATTACK SUBMARINE (SSN);ATTACK SUBMARINE (SSN);SOUS-MARIN D'ATTAQUE (SSN);SBSUF.SUB.NPRN.ATK;1.X.5.1.5.2;S*U*SNA---;S*U*SNA---;10033500001101000806;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|NUCLEAR PROPULSION|GUIDED MISSILE SUBMARINE (SSGN);GUIDED MISSILE SUBMARINE (SSGN);SOUS-MARIN LANCEUR D'ENGINS (SSGN);SBSUF.SUB.NPRN.GDD;1.X.5.1.5.4;S*U*SNG---;S*U*SNG---;10033500001101001006;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|NUCLEAR PROPULSION|BALLISTIC MISSILE SUBMARINE (SSBN);BALLISTIC MISSILE SUBMARINE (SSBN);SOUS-MARIN LANCEUR D'ENGINS (SSBN);SBSUF.SUB.NPRN.BLST;1.X.5.1.5.5;S*U*SNB---;S*U*SNB---;10033500001101000906;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|CONVENTIONAL PROPULSION;CONVENTIONAL PROPULSION;PROPULSION CONVENTIONNELLE;SBSUF.SUB.CNVPRN;1.X.5.1.6;S*U*SC----;S*U*SC----;10033500001101000002;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|CONVENTIONAL PROPULSION|SURFACED CONVENTIONAL PROPULSION SUBMARINE;SURFACED CONVENTIONAL PROPULSION SUBMARINE;SOUS-MARIN DE SURFACE A PROPULSION CONVENTIONNELLE;SBSUF.SUB.CNVPRN.SURF;1.X.5.1.6.1;S*U*SCF---;S*U*SCF---;10033500001101010002;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|CONVENTIONAL PROPULSION|ATTACK SUBMARINE (SS);ATTACK SUBMARINE (SS);SOUS-MARIN D'ATTAQUE (SS);SBSUF.SUB.CNVPRN.ATK;1.X.5.1.6.2;S*U*SCA---;S*U*SCA---;10033500001101000802;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|CONVENTIONAL PROPULSION|MISSILE SUBMARINE (TYPE UNKNOWN);MISSILE SUBMARINE (TYPE UNKNOWN);SOUS-MARIN LANCEUR DE MISSILES (TYPE INCONNU);SBSUF.SUB.CNVPRN.MSL;1.X.5.1.6.3;S*U*SCM---;S*U*SCM---;10033500001101001102;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|CONVENTIONAL PROPULSION|MISSILE SUBMARINE (TYPE UNKNOWN);MISSILE SUBMARINE (TYPE UNKNOWN);SOUS-MARIN LANCEUR DE MISSILES (TYPE INCONNU);SBSUF.SUB.NPRN.MSL;1.X.5.1.6.3;S*U*SNM---;S*U*SNM---;10033500001101001106;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|CONVENTIONAL PROPULSION|GUIDED MISSILE SUBMARINE (SSG);GUIDED MISSILE SUBMARINE (SSG);SOUS-MARIN LANCEUR D'ENGINS (SSG);SBSUF.SUB.CNVPRN.GDD;1.X.5.1.6.4;S*U*SCG---;S*U*SCG---;10033500001101001002;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|CONVENTIONAL PROPULSION|BALLISTIC MISSILE SUBMARINE (SSB);BALLISTIC MISSILE SUBMARINE (SSB);SOUS-MARIN LANCEUR D'ENGINS (SSB);SBSUF.SUB.CNVPRN.BLST;1.X.5.1.6.5;S*U*SCB---;S*U*SCB---;10033500001101000902;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|OTHER SUBMERSIBLE;OTHER SUBMERSIBLE;AUTRE SUBMERSIBLE;SBSUF.SUB.OTH;1.X.5.1.7;S*U*SO----;S*U*SO----;10033500001102000000;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|OTHER SUBMERSIBLE|SURFACED OTHER SUBMERSIBLE;SURFACED OTHER SUBMERSIBLE;AUTRE SUBMERSIBLE EN SURFACE;SBSUF.SUB.OTH.SURF;1.X.5.1.7.1;S*U*SOF---;S*U*SOF---;10033500001102000000;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|UNMANNED UNDERWATER VEHICLE (UUV);UNMANNED UNDERWATER VEHICLE (UUV);VEHICULE SOUS-MARIN SANS PILOTE (UUV);SBSUF.SUB.UUV;1.X.5.1.8;S*U*SU----;S*U*SU----;10033500001104000000;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|UNMANNED UNDERWATER VEHICLE (UUV)|MINE WARFARE SUBSURFACE DRONE;MINE WARFARE SUBSURFACE DRONE;DRONE SOUS-MARIN DE GUERRE DES MINES;SBSUF.SUB.UUV.MNEW;1.X.5.1.8.1;S*U*SUM---;S*U*SUM---;10033500001104000000;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|UNMANNED UNDERWATER VEHICLE (UUV)|ANTISUBMARINE WARFARE SUBSURFACE DRONE;ANTISUBMARINE WARFARE SUBSURFACE DRONE;DRONE SOUS-MARIN DE LUTTE ANTI-SOUS-MARINE;SBSUF.SUB.UUV.ASBW;1.X.5.1.8.2;S*U*SUS---;S*U*SUS---;10033500001104000100;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|UNMANNED UNDERWATER VEHICLE (UUV)|ANTISURFACE WARFARE SUBSURFACE DRONE;ANTISURFACE WARFARE SUBSURFACE DRONE;DRONE SOUS-MARIN DE LUTTE ANTI-SOUS-MARINE;SBSUF.SUB.UUV.ASUW;1.X.5.1.8.3;S*U*SUN---;S*U*SUN---;10033500001104000700;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|POSSIBLE SUBMARINE 1;POSSIBLE SUBMARINE 1;EVENTUEL SOUS-MARIN 1;SBSUF.SUB.POSS1;1.X.5.1.9;;S*U*S1----;10033500001101001300;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|POSSIBLE SUBMARINE 2;POSSIBLE SUBMARINE 2;SOUS-MARIN POSSIBLE 2;SBSUF.SUB.POSS2;1.X.5.1.10;;S*U*S2----;10033500001101001400;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|POSSIBLE SUBMARINE 3;POSSIBLE SUBMARINE 3;SOUS-MARIN POSSIBLE 3;SBSUF.SUB.POSS3;1.X.5.1.11;;S*U*S3----;10033500001101001500;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|POSSIBLE SUBMARINE 4;POSSIBLE SUBMARINE 4;SOUS-MARIN POSSIBLE 4;SBSUF.SUB.POSS4;1.X.5.1.12;;S*U*S4----;10033500001101001600;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|PROBABLE SUBMARINE;PROBABLE SUBMARINE;SOUS-MARIN PROBABLE;SBSUF.SUB.PRBSUB;1.X.5.1.13;;S*U*SL----;10033500001101001700;;;;
SUB-SURFACE;SUBSURFACE TRACK|SUBMARINE|SNORKELING SUBMARINE;SNORKELING SUBMARINE;SOUS-MARIN DE PLONGEE EN APNEE;SBSUF.SUB.SNORKL;1.X.5.1.14;;S*U*SK----;10033500001101020000;;;;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON;UNDERWATER WEAPON;ARME SOUS-MARINE;SBSUF.UH2WPN;1.X.5.2;S*U*W-----;S*U*W-----;10033500001300000000;;;;
TACTICAL-GRAPHICS;SUBSURFACE TRACK|UNDERWATER WEAPON|TORPEDO;TORPEDO;TORPEDO;TACGRP.OTH.BERLNE.TPD;1.X.5.2.1;G*O*BT----;G*O*BT----;10032500002201050000;CONTROL MEASURES;Maritime Control Lines;Bearing Line;Torpedo
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|TORPEDO;TORPEDO;TORPEDO;SBSUF.UH2WPN.TPD;1.X.5.2.1;S*U*WT----;S*U*WT----;10033500001301000000;;;;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE;SEA MINE;MINE MARINE;SBSUF.UH2WPN.SMNE;1.X.5.2.2;S*U*WM----;S*U*WM----;10033600001100000000;MINE WARFARE;Sea Mine, General;;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE NEUTRALIZED;SEA MINE NEUTRALIZED;MINE MARINE NEUTRALISEE;SBSUF.UH2WPN.SMNE.NTRLZD;1.X.5.2.2.1;S*U*WMD---;S*U*WMD---;10033600001109000000;MINE WARFARE;Sea Mine, General;Neutralized Mine, General;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (GROUND);SEA MINE (GROUND);MINE MARINE (SOL);SBSUF.UH2WPN.SMNE.SMG;1.X.5.2.2.2;S*U*WMG---;S*U*WMG---;10033600001101000000;MINE WARFARE;Sea Mine, General;Sea Mine, Bottom;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (GROUND)|SEA MINE (GROUND) NEUTRALIZED;SEA MINE (GROUND) NEUTRALIZED;MINE MARINE (SOL) NEUTRALISEE;SBSUF.UH2WPN.SMNE.SMG.NTRLZD;1.X.5.2.2.2.1;S*U*WMGD--;S*U*WMGD--;10033600001109010000;MINE WARFARE;Sea Mine, General;Neutralized Mine, General;Neutralized Mine, Bottom
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (GROUND)|GROUND (BOTTOM) EXERCISE MINE;GROUND (BOTTOM) EXERCISE MINE;MINE D'EXERCICE AU SOL (FOND);SBSUF.UH2WPN.SMNE.SMG.EXER;1.X.5.2.2.2.2;;S*U*WMGX--;10033600001108010000;MINE WARFARE;Sea Mine, General;Exercise Mine, General;Exercise Mine, Bottom
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (GROUND)|GROUND (BOTTOM) MINE-LIKE ECHO (MILEC);GROUND (BOTTOM) MINE-LIKE ECHO (MILEC);SOL (FOND) ECHO DE TYPE MINE (MILEC);SBSUF.UH2WPN.SMNE.SMG.MILEC;1.X.5.2.2.2.3;;S*U*WMGE--;10033600001501000000;MINE WARFARE;Mine–Like Echo (MILEC), General;Mine–Like Echo, Bottom;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (GROUND)|GROUND (BOTTOM) MINE-LIKE CONTACT (MILCO);GROUND (BOTTOM) MINE-LIKE CONTACT (MILCO);SOL (BAS) CONTACT DE TYPE MINE (MILCO);SBSUF.UH2WPN.SMNE.SMG.MILCO;1.X.5.2.2.2.4;;S*U*WMGC--;10033600001101000000;MINE WARFARE;Sea Mine, General;Sea Mine, Bottom;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (GROUND)|GROUND (BOTTOM) NEGATIVE REACQUISITION;GROUND (BOTTOM) NEGATIVE REACQUISITION;SOL (BAS) REACQUISITION NEGATIVE;SBSUF.UH2WPN.SMNE.SMG.NGREAC;1.X.5.2.2.2.5;;S*U*WMGR--;10033600001601000000;MINE WARFARE;Negative Reacquisition, General;Negative Reacquisition, Bottom;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (GROUND)|GROUND (BOTTOM) NON-MINE MINE-LIKE CONTACT;GROUND (BOTTOM) NON-MINE MINE-LIKE CONTACT;SOL (BAS) NON-MINE CONTACT DE TYPE MINE;SBSUF.UH2WPN.SMNE.SMG.NMMLCO;1.X.5.2.2.2.6;;S*U*WMGO--;10033600001901000000;MINE WARFARE;Non-Mine Mine–Like Object (NMLO), General;Non-Mine Mine–Like Object, Bottom;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (MOORED);SEA MINE (MOORED);MINE MARINE (AMARREE);SBSUF.UH2WPN.SMNE.SMM;1.X.5.2.2.3;S*U*WMM---;S*U*WMM---;10033600001102000000;MINE WARFARE;Sea Mine, General;Sea Mine, Moored;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (MOORED)|SEA MINE (MOORED) NEUTRALIZED;SEA MINE (MOORED) NEUTRALIZED;MINE MARINE (AMARREE) NEUTRALISEE;SBSUF.UH2WPN.SMNE.SMM.NTRLZD;1.X.5.2.2.3.1;S*U*WMMD--;S*U*WMMD--;10033600001109020000;MINE WARFARE;Sea Mine, General;Neutralized Mine, General;Neutralized Mine, Moored
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (MOORED)|MOORED EXERCISE MINE;MOORED EXERCISE MINE;MINE D'EXERCICE AMARREE;SBSUF.UH2WPN.SMNE.SMM.EXER;1.X.5.2.2.3.2;;S*U*WMMX--;10033600001108020000;MINE WARFARE;Sea Mine, General;Exercise Mine, General;Exercise Mine, Moored
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (MOORED)|MOORED MINE-LIKE ECHO;MOORED MINE-LIKE ECHO;ECHO DE MINE AMARRE;SBSUF.UH2WPN.SMNE.SMM.MILEC;1.X.5.2.2.3.3;;S*U*WMME--;10033600001502000000;MINE WARFARE;Mine–Like Echo (MILEC), General;Mine–Like Echo, Moored;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (MOORED)|MOORED MINE-LIKE CONTACT;MOORED MINE-LIKE CONTACT;CONTACT AVEC UNE MINE AMARREE;SBSUF.UH2WPN.SMNE.SMM.MILCO;1.X.5.2.2.3.4;;S*U*WMMC--;10033600001102000000;MINE WARFARE;Sea Mine, General;Sea Mine, Moored;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (MOORED)|MOORED NEGATIVE REACQUISITION;MOORED NEGATIVE REACQUISITION;MINE (AMARREE) - ECHO SEMBLABLE A UNE MINE;SBSUF.UH2WPN.SMNE.SMM.NGREAC;1.X.5.2.2.3.5;;S*U*WMMR--;10033600001602000000;MINE WARFARE;Negative Reacquisition, General;Negative Reacquisition, Moored;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (MOORED)|MOORED NON-MINE MINE-LIKE OBJECT;MOORED NON-MINE MINE-LIKE OBJECT;OBJET AMARRE NON MINIER SEMBLABLE A UNE MINE;SBSUF.UH2WPN.SMNE.SMM.NMMLCO;1.X.5.2.2.3.6;;S*U*WMMO--;10033600001902000000;MINE WARFARE;Non-Mine Mine–Like Object (NMLO), General;Non-Mine Mine–Like Object, Moored;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (FLOATING);SEA MINE (FLOATING);MINE MARINE (FLOTTANTE);SBSUF.UH2WPN.SMNE.SMF;1.X.5.2.2.4;S*U*WMF---;S*U*WMF---;10033600001103000000;MINE WARFARE;Sea Mine, General;Sea Mine, Floating;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (FLOATING)|SEA MINE (FLOATING) NEUTRALIZED;SEA MINE (FLOATING) NEUTRALIZED;MINE MARINE (FLOTTANTE) NEUTRALISEE;SBSUF.UH2WPN.SMNE.SMF.NTRLZD;1.X.5.2.2.4.1;S*U*WMFD--;S*U*WMFD--;10033600001109030000;MINE WARFARE;Sea Mine, General;Neutralized Mine, General;Neutralized Mine, Floating
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (FLOATING)|FLOATING EXERCISE MINE;FLOATING EXERCISE MINE;MINE D'EXERCICE FLOTTANTE;SBSUF.UH2WPN.SMNE.SMF.EXER;1.X.5.2.2.4.2;;S*U*WMFX--;10033600001108030000;MINE WARFARE;Sea Mine, General;Exercise Mine, General;Exercise Mine, Floating
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (FLOATING)|FLOATING MINE-LIKE ECHO (MILEC);FLOATING MINE-LIKE ECHO (MILEC);ECHO FLOTTANT DE TYPE MINE (MILEC);SBSUF.UH2WPN.SMNE.SMF.MILEC;1.X.5.2.2.4.3;;S*U*WMFE--;10033600001503000000;MINE WARFARE;Mine–Like Echo (MILEC), General;Mine–Like Echo, Floating;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (FLOATING)|FLOATING MINE-LIKE CONTACT (MILCO);FLOATING MINE-LIKE CONTACT (MILCO);CONTACT FLOTTANT DE TYPE MINE (MILCO);SBSUF.UH2WPN.SMNE.SMF.MILCO;1.X.5.2.2.4.4;;S*U*WMFC--;10033600001103000000;MINE WARFARE;Sea Mine, General;Sea Mine, Floating;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (FLOATING)|FLOATING NEGATIVE REACQUISITION;FLOATING NEGATIVE REACQUISITION;REACQUISITION NEGATIVE FLOTTANTE;SBSUF.UH2WPN.SMNE.SMF.NGREAC;1.X.5.2.2.4.5;;S*U*WMFR--;10033600001603000000;MINE WARFARE;Negative Reacquisition, General;Negative Reacquisition, Floating;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (FLOATING)|FLOATING NON-MINE MINE-LIKE CONTACT;FLOATING NON-MINE MINE-LIKE CONTACT;CONTACT FLOTTANT NON MINIER DE TYPE MINE;SBSUF.UH2WPN.SMNE.SMF.NMMLCO;1.X.5.2.2.4.6;;S*U*WMFO--;10033600001903000000;MINE WARFARE;Non-Mine Mine–Like Object (NMLO), General;Non-Mine Mine–Like Object, Floating;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (OTHER POSITION);SEA MINE (OTHER POSITION);MINE MARINE (AUTRE POSITION);SBSUF.UH2WPN.SMNE.SMOP;1.X.5.2.2.5;S*U*WMO---;S*U*WMO---;10033600001105000000;MINE WARFARE;Sea Mine, General;Sea Mine, Other Position;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (OTHER POSITION)|SEA MINE (OTHER POSITION) NEUTRALIZED;SEA MINE (OTHER POSITION) NEUTRALIZED;MINE MARINE (AUTRE POSITION) NEUTRALISEE;SBSUF.UH2WPN.SMNE.SMOP.NTRLZD;1.X.5.2.2.5.1;S*U*WMOD--;S*U*WMOD--;10033600001109050000;MINE WARFARE;Sea Mine, General;Neutralized Mine, General;Neutralized Mine, Other Position
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|GENERAL EXERCISE MINE;GENERAL EXERCISE MINE;MINE D'EXERCICE GENERALE;SBSUF.UH2WPN.SMNE.EXER;1.X.5.2.2.6;;S*U*WMX---;10033600001108000000;MINE WARFARE;Sea Mine, General;Exercise Mine, General;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|GENERAL MINE-LIKE ECHO (MILEC);GENERAL MINE-LIKE ECHO (MILEC);ECHO GENERAL DE TYPE MINE (MILEC);SBSUF.UH2WPN.SMNE.MILEC;1.X.5.2.2.7;;S*U*WME---;10033600001500000000;MINE WARFARE;Mine–Like Echo (MILEC), General;;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|GENERAL MINE ANCHOR;GENERAL MINE ANCHOR;ANCRE DE MINE GENERALE;SBSUF.UH2WPN.SMNE.ANCHOR;1.X.5.2.2.8;;S*U*WMA---;10033600001800000000;MINE WARFARE;General Mine Anchor;;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|GENERAL MINE-LIKE CONTACT (MILCO);GENERAL MINE-LIKE CONTACT (MILCO);CONTACT GENERAL DE TYPE MINE (MILCO);SBSUF.UH2WPN.SMNE.MILCO;1.X.5.2.2.9;;S*U*WMC---;10033600001100000000;MINE WARFARE;Sea Mine, General;;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|GENERAL NEGATIVE REACQUISITION;GENERAL NEGATIVE REACQUISITION;REACQUISITION NEGATIVE GENERALE;SBSUF.UH2WPN.SMNE.NGREAC;1.X.5.2.2.10;;S*U*WMR---;10033600001600000000;MINE WARFARE;Negative Reacquisition, General;;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|GENERAL OBSTRUCTOR;GENERAL OBSTRUCTOR;OBSTRUCTEUR GENERAL;SBSUF.UH2WPN.SMNE.OBSTRC;1.X.5.2.2.11;;S*U*WMB---;10033600001700000000;MINE WARFARE;Obstructor;;
SUB-SURFACE;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|GENERAL OBSTRUCTOR|GENERAL NEUTRALIZED OBSTRUCTOR;GENERAL NEUTRALIZED OBSTRUCTOR;OBSTRUCTEUR GENERAL NEUTRALISE;SBSUF.UH2WPN.SMNE.OBSTRC.NTRLZD;1.X.5.2.2.11.1;;S*U*WMBD--;10033600001701000000;MINE WARFARE;Obstructor;Neutralized Obstructor;
